Order Number,Order Time,用户ID,Delivery Date,订单投诉,Status,Total Price,Payment,Voucher Discount,Voucher,Coupon Discount,Coupon,Tax Price,Final Price,Refund,Customer Service,OS of App,,冷链包装费,支付宝手续费,会员券,配送费,到家/自提,班次,服务费
1597628407,7/20/2020 7:41,55120297908,7/26/2020,,已送达,71.28,PayPal,,,,,2.73,82.5,4.29,,android,2.3.1,1.5,,0,6.99,到家,DC,0
1604000143,7/20/2020 7:48,58522417342,7/31/2020,,备货中,70.11,信用卡支付,,,,,0.31,71.92,,,ios,2.3.1,1.5,,0,0,自提,NY,0
1595472343,7/20/2020 7:50,57664640460,7/23/2020,,已送达,261.94,信用卡支付,,,,,1.22,264.66,,,ios,2.3.1,1.5,,0,0,到家,NY,0
1602383048,7/20/2020 7:50,58291753383,7/26/2020,,订单已取消【需要取消一件/多件商品 || 要再考虑】,175.08,信用卡支付,,,,,0.2,176.78,176.78,,ios,2.3.1,1.5,,0,0,到家,NY,0
1604451992,7/20/2020 7:53,56624072692,8/5/2020,,订单已取消【需要取消一件/多件商品 || 改货】,91.98,信用卡支付,,,,,0,100.47,100.47,,pc下单,,1.5,,0,6.99,到家,DC,0
1595864096,7/20/2020 7:55,5867813073,7/22/2020,普通投诉,已送达,74.7,信用卡支付,,,,,0.67,85.36,19.43,R-质量问题,ios,2.3.1,,,0,9.99,到家,Boston,0
1601727127,7/20/2020 7:56,52265138,7/24/2020,,已送达,21.65,PayPal,,,,,0,23.15,4.44,,ios,2.3.1,1.5,,0,0,自提,NY,0
1599192118,7/20/2020 7:57,58571825562,7/23/2020,,已送达,70.83,信用卡支付,,,,,0,72.33,3.29,,android,2.3.1,1.5,,0,0,到家,NY,0
1599367920,7/20/2020 8:00,55664620712,7/24/2020,,已送达,69.14,余额支付,5,新FAF【邀请有礼】【邀请人】满$5减$5 活动至20201231结束,,,0.35,74.98,5.49,,ios,2.3.1,1.5,,0,9.99,到家,NY,0
1599250421,7/20/2020 8:01,58631955769,7/26/2020,普通投诉,已送达,192.95,PayPal,,,,,1.17,195.62,42.23,R-质量问题,pc下单,,1.5,,0,0,自提,NY,0
1596896748,7/20/2020 8:04,52391739216,7/23/2020,FGG责任,已送达,69.56,PayPal,,,,,0,81.05,8.08,R-缺失商品,pc下单,,1.5,,0,9.99,到家,NY,0
1600233894,7/20/2020 8:13,5448451187,7/25/2020,普通投诉,已送达,161.73,信用卡支付,,,,,2.49,165.72,8.37,R-缺失商品,IPAD,2.3.1,1.5,,0,0,自提,NY,0
1599128152,7/20/2020 8:14,54661760909,7/22/2020,,已送达,271.27,余额支付,,,,,0,282.76,21.14,,ios,2.3.1,1.5,,0,9.99,到家,Boston,0
1601470024,7/20/2020 8:16,56741395757,7/23/2020,,已送达,92.35,信用卡支付,,,,,3.19,107.03,,,ios,2.3.1,1.5,,0,9.99,到家,NY,0
1603047870,7/20/2020 8:19,53320114309,7/23/2020,,已送达,110.77,余额支付,,,,,2.47,114.74,,R-商品变质,android,2.3.1,1.5,,0,0,到家,NY,0
1601019023,7/20/2020 8:21,57461763232,7/26/2020,,已送达,126.36,支付宝/微信,,,,,1.11,139.46,6.79,,ios,2.3.1,1.5,1.5,0,9.99,到家,NY,0
1600250986,7/20/2020 8:22,54447922331,7/22/2020,,已送达,206.33,信用卡支付,,,,,6.33,221.15,,,ios,2.3.1,1.5,,0,6.99,到家,DC,0
1597745605,7/20/2020 8:23,57620155543,7/23/2020,,已送达,59.09,信用卡支付,,,,,0,72.58,,,pc下单,,1.5,,0,9.99,到家,NY,2
1596779155,7/20/2020 8:25,55091757522,7/26/2020,,已送达,341.63,信用卡支付,,,,,1.76,344.14,20.99,,ios,2.3.1,1.5,,0,0,到家,NY,0
1599504270,7/20/2020 8:26,53133631207,7/31/2020,,备货中,28.3,余额支付,,,,,0.46,30.76,,,ios,2.3.1,,,0,0,自提,NY,2
1600021945,7/20/2020 8:34,52760934675,7/23/2020,,已送达,166.26,信用卡支付,,,,,6.34,184.09,,,pc下单,,1.5,,0,9.99,到家,NY,0
1598279865,7/20/2020 8:34,53564639495,7/25/2020,,已送达,33.54,信用卡支付,,,,,0.68,37.72,3.09,,android,2.3.1,1.5,,0,0,自提,NY,2
1601296494,7/20/2020 8:35,52120168983,7/26/2020,,已送达,252.33,信用卡支付,,,,,8.11,261.94,21.75,,pc下单,,1.5,,0,0,到家,NY,0
1596128860,7/20/2020 8:35,53192965771,7/25/2020,,已送达,181.55,信用卡支付,,,,,0,188.64,2.59,,ios,2.3.1,1.5,,0,6.99,到家,NY,0
1604051647,7/20/2020 8:36,57721721537,7/25/2020,,已送达,37.32,信用卡支付,,,,,0.47,45.5,,,android,2.3.1,1.5,,5,9.99,到家,Boston,2
1598834279,7/20/2020 8:38,57757319972,7/23/2020,,已送达,73.16,支付宝/微信,,,,,2.74,78.9,3.98,,ios,2.3.1,1.5,1.5,0,0,自提,NY,0
1595501096,7/20/2020 8:40,57531548034,7/23/2020,普通投诉,已送达,191.42,信用卡支付,,,,,0.66,203.57,9.98,R-商品变质,ios,2.3.1,1.5,,0,9.99,到家,NY,0
1597759298,7/20/2020 8:43,58491747119,7/26/2020,,已送达,236.26,信用卡支付,,,,,9.32,252.07,,,ios,2.3.1,1.5,,5,9.99,到家,NY,0
1600597466,7/20/2020 8:44,53680249493,7/22/2020,,已送达,61.03,信用卡支付,,,,,1.84,66.37,1.99,,pc下单,,1.5,,0,0,自提,Boston,2
1603950214,7/20/2020 8:44,57291769972,7/23/2020,,已送达,37.43,信用卡支付,,,,,0,50.92,,,pc下单,,1.5,,0,9.99,到家,NY,2
1598716155,7/20/2020 8:44,55984865488,7/23/2020,,已送达,159.25,余额支付,,,,,1.69,166.28,14.08,,android,2.3.1,1.5,,5,9.99,到家,NY,0
1595361586,7/20/2020 8:45,55364649996,7/25/2020,,已送达,107.98,信用卡支付,,,,,3.64,113.12,3.09,,IPAD,2.3.1,1.5,,0,0,自提,NY,0
1601190487,7/20/2020 8:45,57991767476,7/23/2020,,已送达,216.21,信用卡支付,,,,,3.4,231.1,2.99,,ios,2.3.1,1.5,,0,9.99,到家,NY,0
1597278824,7/20/2020 8:52,59651082189,7/22/2020,,已送达,265,PayPal,,,,,0,281.49,39.99,,android,2.3.1,1.5,,0,9.99,到家,Boston,0
1603851730,7/20/2020 8:52,57463110163,7/26/2020,,订单已取消【不能在规定时间内赶去自提点提货 || 临时有事，无法取货】,20.1,信用卡支付,,,,,0,22.1,22.1,,android,2.3.1,,,0,0,自提,NY,2
1602317281,7/20/2020 8:54,55178128353,7/26/2020,,已送达,157.1,信用卡支付,,,,,0.59,158.23,7.98,,ios,2.3.1,1.5,,0,0,自提,Boston,0
1602156784,7/20/2020 8:55,53250875883,8/2/2020,,备货中,72.53,信用卡支付,,,,,0,74.03,,,ios,2.3.1,1.5,,0,0,自提,Boston,0
1604977373,7/20/2020 8:56,52561759822,7/22/2020,,已送达,86.5,信用卡支付,,,,,2.9,100.89,,,android,2.3.1,1.5,,0,9.99,到家,Boston,0
1599024310,7/20/2020 8:57,55321588086,7/23/2020,,已送达,155.16,PayPal,,,,,5.59,171.46,,,android,2.3.1,1.5,,0,9.99,到家,NY,0
1598854091,7/20/2020 8:58,56961750366,7/22/2020,,已送达,99.45,信用卡支付,,,,,6.03,106.98,,,ios,2.3.1,1.5,,0,0,自提,Boston,0
1597095091,7/20/2020 9:01,57624859654,7/24/2020,,已送达,48.45,PayPal,,,,,0.41,50.36,,,pc下单,,1.5,,0,0,自提,NY,0
1601355021,7/20/2020 9:02,58991764199,7/26/2020,,已送达,74.22,信用卡支付,,,,,1.74,77.46,,,ios,2.3.1,1.5,,0,0,到家,NY,0
1597719137,7/20/2020 9:04,59861461710,7/24/2020,,已送达,98.59,信用卡支付,5,新FAF【邀请有礼】【被邀请人】满$25减$5 活动至20201231结束,,,0,95.09,,,pc下单,,1.5,,0,0,自提,NY,0
1602618041,7/20/2020 9:05,5962028956,7/26/2020,,已送达,108.01,信用卡支付,,,,,3.23,111.74,3.37,,ios,2.3.1,1.5,,0,0,自提,DC,0
1597142581,7/20/2020 9:09,58661799925,7/22/2020,,已送达,114.66,信用卡支付,,,,,4.06,130.21,,,ios,2.3.1,1.5,,0,9.99,到家,Boston,0
1597906119,7/20/2020 9:10,55631994060,7/24/2020,,订单已取消【需要取消一件/多件商品 || 重新下单】,69.18,信用卡支付,,,,,1.61,69.91,69.91,,ios,2.3.1,,,0,0,到家,NY,0
1602136577,7/20/2020 9:17,56624088328,7/23/2020,,已送达,99.51,信用卡支付,,,,,0,111,3.99,,pc下单,,1.5,,0,9.99,到家,NY,0
1600564002,7/20/2020 9:17,55061719320,7/25/2020,,已送达,135.89,信用卡支付,,,,,0,147.38,,,pc下单,,1.5,,0,9.99,到家,Boston,0
1602951548,7/20/2020 9:18,5875088200,7/22/2020,,已送达,82.79,信用卡支付,,,,,1.29,84.08,2.79,,ios,2.3.1,,,0,0,自提,Boston,0
1596169703,7/20/2020 9:19,52397395059,7/25/2020,,已送达,97.55,余额支付,,,,,1.37,100.42,2.49,,pc下单,,1.5,,0,0,到家,NY,0
1604312708,7/20/2020 9:20,53984891382,7/25/2020,,已送达,85.67,信用卡支付,,,,,3.11,90.28,,,ios,2.3.1,1.5,,0,0,到家,NY,0
1602936952,7/20/2020 9:22,57773447384,7/25/2020,,已送达,169.69,信用卡支付,,,,,0,181.18,0.49,,pc下单,,1.5,,0,9.99,到家,NY,0
1597630315,7/20/2020 9:22,55361710390,7/26/2020,,已送达,148.8,PayPal,1,$1差价代金券  ,,,0.13,149.43,22.66,,ios,2.3.1,1.5,,0,0,到家,NY,0
1603179035,7/20/2020 9:26,56885754232,7/23/2020,,已送达,78.65,PayPal,,,,,1.69,91.83,,,ios,2.3.1,1.5,,0,9.99,到家,NY,0
1602624441,7/20/2020 9:29,54357171819,7/22/2020,,已送达,176.59,余额支付,,,,,4.41,182.5,3.06,,ios,2.3.1,1.5,,0,0,自提,DC,0
1600195248,7/20/2020 9:29,52560950516,7/22/2020,,已送达,32.17,PayPal,,,,,0,45.66,,,ios,2.3.1,1.5,,0,9.99,到家,Boston,2
1600455887,7/20/2020 9:29,53242562990,7/24/2020,,已送达,91.72,信用卡支付,,,,,0,103.21,1.01,,ios,2.3.1,1.5,,0,9.99,到家,NY,0
1595892175,7/20/2020 9:29,55224816400,7/24/2020,,已送达,73.43,信用卡支付,,,,,2.2,77.13,,,ios,2.3.1,1.5,,0,0,自提,NY,0
1597943868,7/20/2020 9:35,5244022293,7/23/2020,,已送达,170.47,PayPal,,,,,1.82,183.78,7.78,,ios,2.3.1,1.5,,0,9.99,到家,NY,0
1596191436,7/20/2020 9:37,54520351668,7/23/2020,,已送达,102.01,余额支付,,,,,3.97,105.98,,,ios,2.3.1,,,0,0,自提,NY,0
1604851715,7/20/2020 9:38,53290827401,7/23/2020,,已送达,114.06,信用卡支付,,,,,0,115.56,6.58,,pc下单,,1.5,,0,0,到家,NY,0
1605060700,7/20/2020 9:39,53760779774,7/24/2020,,已送达,72.87,余额支付,,,,,1.38,74.83,10.48,,ios,2.3.1,1.5,,0,0,自提,NY,0
1600871455,7/20/2020 9:40,53320215861,7/24/2020,,已送达,50.97,PayPal,,,,,0,53.57,,,ios,2.3.1,1.5,,0,0,自提,NY,2
1604403173,7/20/2020 9:44,55031456903,7/28/2020,,已送达,139.5,余额支付,,,,,2.03,143.03,,,ios,2.3.1,1.5,,0,0,自提,NY,0
1599437892,7/20/2020 9:46,55820343673,7/23/2020,,已送达,103.93,PayPal,,,,,0,115.42,,,ios,2.3.1,1.5,,0,9.99,到家,NY,0
1599001168,7/20/2020 9:46,52591797612,7/23/2020,,已送达,186.54,信用卡支付,,,,,3.59,198.62,9.27,,pc下单,,1.5,,0,6.99,到家,NY,0
1597961494,7/20/2020 9:50,53092917480,7/24/2020,,已送达,302.05,PayPal,,,,,6.79,320.33,19.05,,pc下单,,1.5,,0,9.99,到家,NY,0
1604921588,7/20/2020 9:53,53790670332,7/24/2020,,已送达,22.62,PayPal,,,,,0,23.66,,,ios,2.3.1,,,0,0,自提,NY,2
1597195941,7/20/2020 9:54,52223973155,7/22/2020,,已送达,102.69,PayPal,,,,,2.57,113.75,14.33,,ios,2.3.1,1.5,,0,6.99,到家,DC,0
1599477555,7/20/2020 9:54,59224846752,7/24/2020,,已送达,155.2,余额支付,,,,,4.92,156.36,,,ios,2.3.1,1.5,,5,0,自提,NY,0
1603458195,7/20/2020 9:54,57164614571,7/23/2020,,订单已取消【需要取消一件/多件商品 || 选错了】,198.3,信用卡支付,,,,,3.1,212.89,212.89,,ios,2.3.1,1.5,,0,9.99,到家,NY,0
1600242575,7/20/2020 9:56,56591791621,7/23/2020,普通投诉,已送达,120.73,信用卡支付,,,,,2.34,131.56,8.99,R-其他,ios,2.3.1,1.5,,0,6.99,到家,NY,0
1596361105,7/20/2020 9:56,58597386872,7/23/2020,,已送达,155.05,余额支付,,,,,0,161.54,13.94,R-质量问题,ios,2.3.1,1.5,,5,9.99,到家,NY,0
1598964362,7/20/2020 9:57,58534719395,7/24/2020,普通投诉,已送达,70.23,信用卡支付,,,,,0,71.73,3.99,R-商品变质,ios,2.3.1,1.5,,0,0,自提,NY,0
1601005883,7/20/2020 9:58,54064667159,7/23/2020,,已送达,162.12,信用卡支付,,,,,2.87,176.48,15.28,,ios,2.3.1,1.5,,0,9.99,到家,NY,0
1599754017,7/20/2020 9:58,56820612789,7/23/2020,,已送达,139.78,信用卡支付,,,,,0,151.27,3.99,,pc下单,,1.5,,0,9.99,到家,NY,0
1604308004,7/20/2020 9:59,57464626297,7/23/2020,,已送达,57.74,信用卡支付,,,,,1.8,73.03,,,android,2.3.1,1.5,,0,9.99,到家,NY,2
1598367300,7/20/2020 10:02,57164614571,7/23/2020,,已送达,200.59,信用卡支付,,,,,3.1,215.18,20.97,,ios,2.3.1,1.5,,0,9.99,到家,NY,0
1599550627,7/20/2020 10:02,55690814178,7/28/2020,,已送达,69.68,信用卡支付,,,,,2.15,72.25,,,ios,2.3.1,1.5,,0,0,到家,NY,0
1595894151,7/20/2020 10:03,59920112103,7/26/2020,,已送达,70.61,信用卡支付,,,,,1.96,72.57,,,ios,2.3.1,,,0,0,到家,NY,0
1601340480,7/20/2020 10:03,56462644852,7/22/2020,,已送达,110,信用卡支付,,,,,2.75,121.24,4.08,,ios,2.3.1,1.5,,0,6.99,到家,DC,0
1599140121,7/20/2020 10:04,52020258629,7/26/2020,,已送达,137.67,PayPal,,,,,0,149.16,3.99,,pc下单,,1.5,,0,9.99,到家,Boston,0
1595340039,7/20/2020 10:06,57691753358,7/23/2020,FGG责任,已送达,69.6,PayPal,,,,,3.72,73.32,1.99,R-缺失商品,pc下单,,,,0,0,到家,NY,0
1599924549,7/20/2020 10:06,59134752911,7/23/2020,,已送达,177.34,信用卡支付,,,,,6.49,195.32,8.99,,pc下单,,1.5,,0,9.99,到家,NY,0
1596311960,7/20/2020 10:08,57073487560,7/24/2020,,已送达,70.99,信用卡支付,,,,,1.61,73.4,4.99,,ios,2.3.1,1.5,,0,0,自提,NY,0
1602575377,7/20/2020 10:10,57820322551,7/23/2020,,已送达,121.29,信用卡支付,,,,,0,132.78,35.45,,ios,2.3.1,1.5,,0,9.99,到家,NY,0
1597465415,7/20/2020 10:13,52148065503,7/24/2020,普通投诉,已送达,132.97,信用卡支付,,,,,1.48,144.94,1.99,R-缺失商品,android,2.3.1,1.5,,0,9.99,到家,NY,0
1598814886,7/20/2020 10:16,56664662913,7/23/2020,,已送达,104.43,信用卡支付,,,,,3.07,108.15,6.14,,ios,2.3.1,1.5,,0,0,自提,NY,0
1600017037,7/20/2020 10:17,5329291086,7/23/2020,,已送达,94.46,PayPal,5,新FAF【邀请有礼】【邀请人】满$5减$5 活动至20201231结束,,,0.65,90.57,,,ios,2.3.1,1.5,,0,0,到家,NY,0
1596618143,7/20/2020 10:17,53734725104,7/24/2020,,已送达,35.19,信用卡支付,,,,,0,39.18,10.38,,ios,2.3.1,,,5,6.99,到家,NY,2
1603778409,7/20/2020 10:19,55190817613,7/28/2020,,已送达,71.69,PayPal,,,,,0.66,73.73,,,ios,2.3.1,1.5,,0,0,自提,NY,0
1597828995,7/20/2020 10:26,59751856306,7/25/2020,,已送达,95.27,信用卡支付,,,,,0,95.72,2.49,,IPAD,2.3.1,1.5,,0,0,自提,NY,0
1600238726,7/20/2020 10:27,59731379606,7/26/2020,,已送达,303.69,信用卡支付,,,,,5.67,312.86,17.97,,ios,2.3.1,1.5,,0,0,自提,Boston,0
1602345991,7/20/2020 10:27,58631288565,7/23/2020,,已送达,132.22,信用卡支付,,,,,0,143.71,,,pc下单,,1.5,,0,9.99,到家,NY,0
1604387085,7/20/2020 10:29,56986450090,7/24/2020,,已送达,78.98,信用卡支付,,,,,2.07,76.35,,,ios,2.3.1,1.5,,5,0,自提,NY,0
1596051005,7/20/2020 10:31,56664620668,7/23/2020,,已送达,138.94,信用卡支付,,,,,3.52,153.95,33.77,,pc下单,,1.5,,0,9.99,到家,NY,0
1601089281,7/20/2020 10:34,57060727714,7/24/2020,,订单已取消【订单重复 || 订单重复】,103.04,信用卡支付,,,,,0.34,104.88,104.88,,ios,2.3.1,1.5,,0,0,自提,NY,0
1602256612,7/20/2020 10:35,58064681873,7/23/2020,FGG责任,已送达,112.25,余额支付,,,,,0.87,114.62,21.4,R-商品不符,ios,2.3.1,1.5,,0,0,自提,NY,0
1595473222,7/20/2020 10:37,52671813,7/23/2020,,已送达,88.54,信用卡支付,,,,,0,98.53,7.98,,IPAD,2.3.1,,,0,9.99,到家,NY,0
1595720178,7/20/2020 10:37,55451357860,7/24/2020,,已送达,72.08,信用卡支付,,,,,0,73.58,3.99,,ios,2.3.1,1.5,,0,0,自提,NY,0
1603010998,7/20/2020 10:41,56986450090,7/24/2020,,已送达,69.88,信用卡支付,,,,,1.75,66.63,,,ios,2.3.1,,,5,0,自提,NY,0
1599172376,7/20/2020 10:44,53561731312,7/25/2020,,已送达,101.83,PayPal,,,,,0,113.32,,,ios,2.3.1,1.5,,0,9.99,到家,Boston,0
1602525945,7/20/2020 10:45,55148444291,7/22/2020,,已送达,83.52,信用卡支付,,,,,1.14,83.94,3.11,,android,2.3.1,,,0,0,自提,DC,0
1597094314,7/20/2020 10:45,56224045240,7/22/2020,,已送达,69.41,信用卡支付,,,,,0.26,69.67,,,ios,2.3.1,,,0,0,自提,DC,0
1601307992,7/20/2020 10:46,57660761060,7/24/2020,FGG责任,已送达,98.78,PayPal,,,,,4.87,105.15,10.5,R-商品不符,ios,2.3.1,1.5,,0,0,自提,NY,0
1595517793,7/20/2020 10:48,5816121395,7/25/2020,FGG责任,已送达,72.6,信用卡支付,,,,,2.89,74.73,9.13,R-包装损坏,ios,2.3.1,,,0,0,自提,NY,0
1599540633,7/20/2020 10:49,52520297496,7/22/2020,,已送达,36.34,信用卡支付,,,,,0.91,45.74,,,ios,2.3.1,1.5,,0,6.99,到家,DC,0
1598583607,7/20/2020 10:49,55591744034,7/24/2020,,已送达,98.74,余额支付,,,,,2.78,103.02,,,ios,2.3.1,1.5,,0,0,到家,NY,0
1604270519,7/20/2020 10:51,54873221502,7/23/2020,,已送达,233.3,信用卡支付,,,,,0.68,235.48,15.88,,pc下单,,1.5,,0,0,到家,NY,0
1600013392,7/20/2020 10:52,53478192507,7/22/2020,,已送达,117.29,支付宝/微信,,,,,3.4,133.68,7.29,,ios,2.3.1,1.5,1.5,0,9.99,到家,Boston,0
1595835464,7/20/2020 10:52,59186564547,7/24/2020,,已送达,37.78,PayPal,,,,,1.86,40.69,,,android,2.3.1,,,0,0,自提,NY,2
1595876468,7/20/2020 10:52,56948482832,7/22/2020,,已送达,301.29,信用卡支付,,,,,1.74,314.52,20.55,,ios,2.3.1,1.5,,0,9.99,到家,Boston,0
1604340642,7/20/2020 10:56,57891797379,7/23/2020,,已送达,146.34,信用卡支付,,,,,2.15,149.99,6.78,,ios,2.3.1,1.5,,0,0,到家,NY,0
1603279742,7/20/2020 10:59,5975867293,7/31/2020,,订单已取消【需要取消一件/多件商品 || 需要加些东西】,70.96,PayPal,,,,,1.06,72.33,72.33,,android,2.3.1,1.5,,0,0,自提,NY,0
1598202474,7/20/2020 10:59,58720348957,7/23/2020,,已送达,98.62,PayPal,,,,,3.17,111.78,,,ios,2.3.1,,,0,9.99,到家,NY,0
1603185885,7/20/2020 11:00,58573481035,7/24/2020,,已送达,110.25,信用卡支付,,,,,0,118.74,27.46,,ios,2.3.1,1.5,,0,6.99,到家,NY,0
1597951254,7/20/2020 11:02,52657132563,7/24/2020,,已送达,154,支付宝/微信,,,,,4.79,160.29,,,ios,2.3.1,,1.5,0,0,自提,NY,0
1596049705,7/20/2020 11:05,53851331076,7/24/2020,,已送达,23.88,信用卡支付,,,,,0,25.88,,,ios,2.3.1,,,0,0,自提,NY,2
1603119491,7/20/2020 11:06,53057195765,7/22/2020,,已送达,140.31,信用卡支付,,,,,6.72,148.1,10.12,,android,2.3.1,,,5,6.99,到家,DC,0
1600927625,7/20/2020 11:07,58660392110,7/22/2020,普通投诉,已送达,37.32,信用卡支付,,,,,0,39.9,3.17,R-商品变质,ios,2.3.1,1.5,,0,0,自提,Boston,2
1598905180,7/20/2020 11:10,58457325823,7/23/2020,,已送达,148.76,信用卡支付,,,,,10.75,171,,,pc下单,,1.5,,0,9.99,到家,NY,0
1595813070,7/20/2020 11:10,57331428350,7/22/2020,,已送达,80.45,支付宝/微信,,,,,1.64,95.08,,,ios,2.3.1,1.5,1.5,0,9.99,到家,Boston,0
1596698751,7/20/2020 11:11,56050867859,7/22/2020,,已送达,167.89,支付宝/微信,,,,,0,170.89,15.27,,ios,2.3.1,1.5,1.5,0,0,自提,Boston,0
1605147624,7/20/2020 11:12,58564664970,7/28/2020,,已送达,44.18,信用卡支付,,,,,3.57,59.74,,,ios,2.3.1,,,0,9.99,到家,NY,2
1598089786,7/20/2020 11:12,54931278946,7/25/2020,,已送达,90.08,信用卡支付,,,,,0,101.57,6.28,,pc下单,,1.5,,0,9.99,到家,NY,0
1599708945,7/20/2020 11:13,56520274665,7/22/2020,,已送达,91.88,信用卡支付,,,,,3.61,95.49,,,ios,2.3.1,,,0,0,自提,DC,0
1596250880,7/20/2020 11:13,55841219906,7/22/2020,,已送达,70.88,余额支付,,,,,1.78,73.48,,,ios,2.3.1,1.5,,0,0,自提,Boston,0
1598207193,7/20/2020 11:20,5268577892,7/22/2020,,已送达,169.76,余额支付,,,,,2.09,183.34,,,IPAD,2.3.1,1.5,,0,9.99,到家,Boston,0
1604799089,7/20/2020 11:21,53355158287,7/25/2020,,已送达,104.27,信用卡支付,,,,,0,104.93,30.46,,ios,2.3.1,1.5,,0,0,到家,NY,0
1599802556,7/20/2020 11:21,5275189749,7/24/2020,,已送达,69.97,支付宝/微信,,,,,1.9,73.91,10.98,,IPAD,2.3.1,1.5,1.5,0,0,自提,NY,0
1599437148,7/20/2020 11:22,5758482460,7/25/2020,,已送达,75.46,信用卡支付,,,,,1.24,78.2,4.49,,pc下单,,1.5,,0,0,自提,NY,0
1602626596,7/20/2020 11:22,52020316826,7/23/2020,,已送达,131.16,信用卡支付,,,,,3.97,146.62,3.99,,ios,2.3.1,1.5,,0,9.99,到家,NY,0
1603453065,7/20/2020 11:25,57691917389,7/23/2020,,已送达,128.13,支付宝/微信,,,,,0,141.12,,,ios,2.3.1,1.5,1.5,0,9.99,到家,NY,0
1597124985,7/20/2020 11:26,58991753308,7/23/2020,,已送达,29.1,信用卡支付,,,,,0.66,41.75,,,pc下单,,,,0,9.99,到家,NY,2
1598186231,7/20/2020 11:27,53792919989,7/23/2020,,已送达,69.88,PayPal,,,,,2.55,73.93,,,pc下单,,1.5,,0,0,到家,NY,0
1598929689,7/20/2020 11:29,5434349255,7/22/2020,,已送达,205.24,信用卡支付,,,,,2.16,215.2,,,ios,2.3.1,1.5,,0,6.99,到家,DC,0
1600795002,7/20/2020 11:33,55931276059,7/31/2020,,备货中,74.25,信用卡支付,,,,,0,75.75,,,ios,2.3.1,1.5,,0,0,自提,NY,0
1601677291,7/20/2020 11:34,52197389781,7/23/2020,,已送达,158.7,信用卡支付,,,,,0.56,160.76,11.98,,ios,2.3.1,1.5,,0,0,到家,NY,0
1596411692,7/20/2020 11:36,59151698682,7/23/2020,,已送达,117.68,余额支付,,,,,1.64,130.81,12.27,,android,2.3.1,1.5,,0,9.99,到家,NY,0
1599967186,7/20/2020 11:37,59134764341,8/1/2020,,备货中,77.45,PayPal,,,,,0,78.25,,,IPAD,2.3.1,1.5,,0,0,自提,NY,0
1597178255,7/20/2020 11:37,52948474149,7/23/2020,,已送达,22.61,信用卡支付,,,,,0,24.61,,,ios,2.3.1,,,0,0,自提,NY,2
1604389637,7/20/2020 11:37,59820181158,7/23/2020,,已送达,147.44,信用卡支付,,,,,4.91,153.85,7.29,,pc下单,,1.5,,0,0,到家,NY,0
1596354022,7/20/2020 11:38,5376317632,7/23/2020,,已送达,86.33,PayPal,,,,,0,87.83,2.79,,ios,2.3.1,1.5,,0,0,自提,NY,0
1596763645,7/20/2020 11:41,55931276059,7/31/2020,,备货中,74.25,信用卡支付,,,,,0,75.75,,,ios,2.3.1,1.5,,0,0,自提,NY,0
1601438768,7/20/2020 11:42,58891753427,7/23/2020,,已送达,71.92,信用卡支付,,,,,1.7,85.11,,,pc下单,,1.5,,0,9.99,到家,NY,0
1602948120,7/20/2020 11:43,5704433844,7/25/2020,,已送达,164.55,PayPal,,,,,0.93,173.16,12.77,,ios,2.3.1,1.5,,0,6.99,到家,DC,0
1597465677,7/20/2020 11:44,56742547929,7/23/2020,,已送达,123.16,信用卡支付,,,,,1.49,136.14,,,android,2.3.1,1.5,,0,9.99,到家,NY,0
1604051691,7/20/2020 11:45,59130442299,7/24/2020,,已送达,72.96,PayPal,,,,,0,74.46,,,ios,2.3.1,1.5,,0,0,自提,NY,0
1602801249,7/20/2020 11:46,54062695530,7/22/2020,,已送达,163.35,信用卡支付,,,,,3.02,174.86,,,ios,2.3.1,1.5,,0,6.99,到家,DC,0
1595337439,7/20/2020 11:47,54234775509,7/23/2020,,已送达,112.93,信用卡支付,,,,,3.92,128.34,3.79,,ios,2.3.1,1.5,,0,9.99,到家,NY,0
1603991236,7/20/2020 11:47,56120390750,7/22/2020,,已送达,125.47,信用卡支付,,,,,0,136.96,13.16,,pc下单,,1.5,,0,9.99,到家,Boston,0
1599004911,7/20/2020 11:49,5356313799,7/25/2020,FGG责任,已送达,69.14,信用卡支付,,,,,2.15,79.78,9.3,R-包装损坏,android,2.3.1,1.5,,0,6.99,到家,NY,0
1603442605,7/20/2020 11:50,57841033010,7/22/2020,,已送达,79.28,余额支付,3,4107330108,,,2.69,81.16,,,android,2.3.1,1.5,1.5,0,0,自提,DC,0
1602158828,7/20/2020 11:51,59324821907,7/31/2020,,订单已取消【需要取消一件/多件商品 || 不打算订了】,71.35,PayPal,,,,,1.32,73.57,73.57,,ios,2.3.1,1.5,,0,0,自提,NY,0
1595397815,7/20/2020 11:51,53891799678,7/24/2020,,已送达,71.98,支付宝/微信,,,,,3.64,88.61,,,pc下单,,1.5,1.5,0,9.99,到家,NY,0
1600950680,7/20/2020 11:52,58291738067,7/23/2020,,已送达,86.15,信用卡支付,,,,,0,87.65,,,ios,2.3.1,1.5,,0,0,到家,NY,0
1596571971,7/20/2020 11:52,5609172181,7/23/2020,,已送达,187.17,信用卡支付,,,,,2.73,201.39,15.99,,pc下单,,1.5,,0,9.99,到家,NY,0
1604252042,7/20/2020 11:53,52783245072,7/31/2020,,备货中,39.24,信用卡支付,,,,,0,40.74,,,IPAD,2.3.1,1.5,,0,0,自提,NY,0
