Order Number,Order Time,用户ID,Delivery Date,订单投诉,Status,Total Price,Payment,Voucher Discount,Voucher,Coupon Discount,Coupon,Tax Price,Final Price,Refund,Customer Service,OS of App,,冷链包装费,支付宝手续费,会员券,配送费,到家/自提,班次,服务费
1598235751,7/16/2020 18:38,58663138688,7/19/2020,,已送达,102.47,信用卡支付,10,1597730594,,,0,93.69,0.86,,ios,2.3.1,1.5,,0,0,自提,NY,0
1599828216,7/16/2020 18:39,54831550813,7/18/2020,,已送达,79.1,信用卡支付,5,新FAF【邀请有礼】【被邀请人】满$25减$5 活动至20201231结束,,,0,85.59,2.99,,ios,2.3.1,1.5,,0,9.99,到家,Boston,0
1604392125,7/16/2020 18:39,57860759086,7/19/2020,,已送达,86.89,信用卡支付,,,,,1.94,89.37,22.95,,ios,2.3.1,1.5,,0,0,自提,NY,0
1604652551,7/16/2020 18:39,52864671125,7/18/2020,,已送达,157.77,PayPal,,,,,8.31,177.35,13.81,,ios,2.3.1,1.5,,0,9.99,到家,NY,0
1598005289,7/16/2020 18:40,58520712885,7/19/2020,,已送达,161.82,PayPal,,,,,13.17,183.48,,,pc下单,,1.5,,0,6.99,到家,NY,0
1597045614,7/16/2020 18:40,52173216708,7/19/2020,,已送达,197.18,余额支付,,,,,0,208.49,6.99,,ios,2.3.1,1.5,,0,9.99,到家,Boston,0
1597757424,7/16/2020 18:42,57221751246,7/19/2020,,已送达,73.53,信用卡支付,,,,,1.66,86.56,,,ios,2.3.1,1.5,,0,9.99,到家,NY,0
1595525678,7/16/2020 18:43,58040489303,7/19/2020,,已送达,165.64,信用卡支付,,,,,2.37,179.5,6.09,,pc下单,,1.5,,0,9.99,到家,NY,0
1601532378,7/16/2020 18:45,5933109622,7/18/2020,,已送达,102.69,信用卡支付,,,,,0,113.23,,,ios,2.3.1,1.5,,0,9.99,到家,Boston,0
1598810265,7/16/2020 18:45,56820126055,7/18/2020,,已送达,106.19,信用卡支付,,,,,3.21,120.89,,,pc下单,,1.5,,0,9.99,到家,NY,0
1603165709,7/16/2020 18:47,57723135272,7/19/2020,,已送达,49.44,信用卡支付,,,,,1.29,62.22,12.38,,pc下单,,1.5,,0,9.99,到家,NY,0
1602333781,7/16/2020 18:48,54858589708,7/18/2020,,已送达,32.27,信用卡支付,,,,,0,33.23,,,IPAD,2.3.1,,,0,0,自提,NY,2
1601689282,7/16/2020 18:48,53330166663,8/1/2020,,订单已取消【价格原因 || 冰箱暫時放不了這些食材】,69.58,PayPal,,,,,1.2,78.52,78.52,,ios,2.3.1,1.5,,0,6.99,到家,DC,0
1599458847,7/16/2020 18:49,59986095838,7/18/2020,,已送达,168.19,PayPal,,,,,1.3,170.99,2.99,,pc下单,,1.5,,0,0,自提,NY,0
1597270374,7/16/2020 18:50,57120147036,7/23/2020,,已送达,130.16,信用卡支付,,,,,2.9,134.56,46.99,,ios,2.3.1,1.5,,0,0,自提,NY,0
1600372486,7/16/2020 18:50,54624063934,7/18/2020,,已送达,136.02,余额支付,,,,,0,137.27,3.59,,ios,2.3.1,1.5,,0,0,自提,NY,0
1599395675,7/16/2020 18:50,55591997005,7/18/2020,,已送达,127.12,信用卡支付,,,,,0.58,139.19,1.99,,pc下单,,1.5,,0,9.99,到家,NY,0
1595491721,7/16/2020 18:50,56384867477,7/18/2020,,已送达,78.17,余额支付,,,,,1.98,79.43,,,ios,2.3.1,,,0,0,自提,Boston,0
1602336778,7/16/2020 18:51,5889173091,7/19/2020,,已送达,157.5,信用卡支付,,,,,2.64,171.36,5.69,,ios,2.3.1,1.5,,0,9.99,到家,NY,0
1602389853,7/16/2020 18:52,59263174850,7/18/2020,,已送达,84.81,PayPal,,,,,1.95,87.99,4.45,,ios,2.3.1,1.5,,0,0,自提,NY,0
1596293996,7/16/2020 18:53,52773257222,7/18/2020,,已送达,178.99,信用卡支付,,,,,0.76,180.29,,,ios,2.3.1,1.5,,0,0,自提,NY,0
1602749897,7/16/2020 18:57,52957461259,7/18/2020,,已送达,127.53,PayPal,,,,,1.84,130.63,3.49,,ios,2.3.1,1.5,,0,0,自提,NY,0
1601179738,7/16/2020 18:59,548716968,7/21/2020,,已送达,175.81,信用卡支付,,,,,2.2,189.36,1.99,,ios,2.3.1,1.5,,0,9.99,到家,NY,0
1598920377,7/16/2020 19:00,55284519775,7/21/2020,,已送达,69.74,余额支付,,,,,0,70.97,13.48,,ios,2.3.1,1.5,,0,0,自提,NY,0
1596736550,7/16/2020 19:00,54760980649,8/4/2020,,订单已取消【价格原因 || 有新的促销】,102.99,余额支付,5,新FAF【邀请有礼】【邀请人】满$5减$5 活动至20201231结束,,,0,109.48,109.48,,ios,2.3.1,1.5,,0,9.99,到家,NY,0
1595212408,7/16/2020 19:01,54064631937,7/19/2020,,已送达,232.71,余额支付,,,,,1.54,240.74,38.68,,ios,2.3.1,1.5,,5,9.99,到家,Boston,0
1602734178,7/16/2020 19:02,55741276096,7/18/2020,,已送达,126.49,信用卡支付,,,,,3.28,136.76,6.99,R-其他,ios,2.3.1,,,0,6.99,到家,NY,0
1604230514,7/16/2020 19:02,53761756950,7/19/2020,,已送达,182.05,余额支付,,,,,0,193.54,16.77,,ios,2.3.1,1.5,,0,9.99,到家,Boston,0
1595755548,7/16/2020 19:03,59741296950,7/19/2020,,已送达,69.48,信用卡支付,,,,,0.63,81.6,2.59,,pc下单,,1.5,,0,9.99,到家,NY,0
1602776908,7/16/2020 19:04,56360982028,7/18/2020,,已送达,115.55,支付宝/微信,,,,,3.35,121.75,,,IPAD,2.3.1,1.5,1.5,0,0,自提,NY,0
1597958347,7/16/2020 19:05,57397861762,7/18/2020,,已送达,81.82,信用卡支付,,,,,1.9,84.96,,,ios,2.3.1,1.5,,0,0,自提,Boston,0
1604130232,7/16/2020 19:06,5253327608,7/18/2020,,已送达,70.54,支付宝/微信,,,,,0,83.41,0.8,,ios,2.3.1,1.5,1.5,0,9.99,到家,NY,0
1601145334,7/16/2020 19:07,5879146083,7/18/2020,,已送达,165.47,余额支付,,,,,2.58,168.47,22.25,,ios,2.3.1,1.5,,0,0,自提,NY,0
1604694358,7/16/2020 19:08,52291797319,7/19/2020,,已送达,57.87,信用卡支付,,,,,0,59.65,6.78,,ios,2.3.1,,,0,0,自提,NY,2
1600004634,7/16/2020 19:09,52020114239,7/18/2020,,已送达,127.13,信用卡支付,,,,,4.57,143.19,,,android,2.3.1,1.5,,0,9.99,到家,NY,0
1604067914,7/16/2020 19:11,54724095053,7/18/2020,,已送达,110.96,信用卡支付,,,,,0,119.27,3.99,,ios,2.3.1,1.5,,0,6.99,到家,DC,0
1597021750,7/16/2020 19:11,59786077302,7/18/2020,,已送达,69.43,信用卡支付,,,,,2.86,72.29,,,ios,2.3.1,,,0,0,自提,Boston,0
1600231687,7/16/2020 19:13,52973299811,7/18/2020,,已送达,81.56,信用卡支付,,,,,0.94,93.99,,,pc下单,,1.5,,0,9.99,到家,Boston,0
1602715645,7/16/2020 19:13,52891716075,7/18/2020,FGG责任,已送达,148.62,信用卡支付,,,,,5.36,165.47,4.79,R-缺失商品,pc下单,,1.5,,0,9.99,到家,NY,0
1602338043,7/16/2020 19:14,55894962977,7/19/2020,,已送达,85.47,信用卡支付,,,,,0.82,97.65,2.59,,ios,2.3.1,1.5,,0,9.99,到家,NY,0
1602828608,7/16/2020 19:14,59691729791,7/19/2020,,已送达,168.24,信用卡支付,,,,,1.85,181.46,8.08,,ios,2.3.1,1.5,,0,9.99,到家,NY,0
1598192135,7/16/2020 19:16,57281826908,7/18/2020,,已送达,124.73,信用卡支付,,,,,8.76,133.23,,,ios,2.3.1,,,0,0,自提,NY,0
1600258492,7/16/2020 19:17,55063190904,7/19/2020,,已送达,64.15,余额支付,,,,,0.73,67.34,,,ios,2.3.1,1.5,,0,0,自提,NY,2
1599711619,7/16/2020 19:18,58051833407,7/18/2020,,已送达,92.05,PayPal,,,,,0,93.55,9.78,,pc下单,,1.5,,0,0,自提,Boston,0
1596620363,7/16/2020 19:19,58251251610,7/25/2020,,已送达,131.87,PayPal,,,,,0.92,144.07,6.99,,ios,2.3.1,1.5,,0,9.99,到家,Boston,0
1604371221,7/16/2020 19:19,5853104899,7/18/2020,,已送达,208.87,信用卡支付,,,,,2.02,222.38,,,pc下单,,1.5,,0,9.99,到家,NY,0
1600039901,7/16/2020 19:20,59973239229,7/19/2020,,已送达,95.71,信用卡支付,1,$1差价代金券  ,,,1.33,107.39,,,ios,2.3.1,1.5,,0,9.99,到家,NY,0
1604078899,7/16/2020 19:20,52097382618,7/19/2020,,已送达,94.11,信用卡支付,,,,,1.59,97.2,5.99,,ios,2.3.1,1.5,,0,0,自提,NY,0
1601570725,7/16/2020 19:21,54864660538,7/18/2020,,已送达,98.76,信用卡支付,,,,,1.68,111.13,3.49,,android,2.3.1,1.5,,0,9.99,到家,NY,0
1603819709,7/16/2020 19:22,53857138068,7/19/2020,,已送达,72.02,信用卡支付,,,,,4.07,75.91,,,ios,2.3.1,,,0,0,自提,DC,0
1598639167,7/16/2020 19:22,5869176719,7/18/2020,,已送达,227.02,PayPal,,,,,0.96,229.33,29.11,,ios,2.3.1,1.5,,0,0,自提,NY,0
1599750831,7/16/2020 19:22,54134758928,7/18/2020,,已送达,209.62,信用卡支付,,,,,9.69,230.8,,,pc下单,,1.5,,0,9.99,到家,NY,0
1596237761,7/16/2020 19:22,52520250015,7/19/2020,,已送达,196.5,PayPal,,,,,5.36,210.19,12.28,,ios,2.3.1,1.5,,0,6.99,到家,DC,0
1603683914,7/16/2020 19:23,57661270252,7/22/2020,,订单已取消【订单重复 || 有些商品家里已经买到了。】,184.54,信用卡支付,,,,,0,195.87,195.87,,ios,2.3.1,1.5,,0,9.99,到家,Boston,0
1596221242,7/16/2020 19:23,54055182722,7/19/2020,,已送达,69.45,信用卡支付,,,,,3.56,74.51,,,ios,2.3.1,1.5,,0,0,自提,NY,0
1602121932,7/16/2020 19:25,56351076723,7/21/2020,,已送达,200.31,信用卡支付,,,,,10.96,222.76,6.99,,pc下单,,1.5,,0,9.99,到家,NY,0
1602464967,7/16/2020 19:25,52060732131,7/24/2020,,订单已取消【需要取消一件/多件商品 || ，好】,42.13,信用卡支付,,,,,0,45.63,45.63,,ios,2.3.1,1.5,,0,0,自提,NY,2
1601615061,7/16/2020 19:25,5813011428,7/19/2020,,已送达,132.85,信用卡支付,,,,,0,132.85,5.29,,pc下单,,,,0,0,自提,Boston,0
1598006609,7/16/2020 19:26,56920340476,7/19/2020,,已送达,71.51,支付宝/微信,,,,,1.06,75.57,16.34,,ios,2.3.1,1.5,1.5,0,0,自提,NY,0
1597729628,7/16/2020 19:26,52846912606,7/19/2020,,已送达,79.85,信用卡支付,,,,,0,81.35,2.29,,pc下单,,1.5,,0,0,自提,Boston,0
1604218227,7/16/2020 19:28,56791798988,7/21/2020,,已送达,72.94,信用卡支付,,,,,4.19,78.37,,,ios,2.3.1,1.5,,0,0,自提,NY,0
1598723105,7/16/2020 19:29,54764677118,7/18/2020,,已送达,178.55,信用卡支付,,,,,2.92,192.96,,,pc下单,,1.5,,0,9.99,到家,NY,0
1596549018,7/16/2020 19:29,5289148636,7/18/2020,,已送达,68.5,信用卡支付,,,,,4.03,76.03,,,pc下单,,1.5,,0,0,自提,NY,2
1604438674,7/16/2020 19:29,5383363101,7/18/2020,,已送达,118.98,信用卡支付,,,,,0.27,120.5,2.99,,android,2.3.1,1.5,,0,0,自提,Boston,0
1595835696,7/16/2020 19:33,54420689763,7/18/2020,,已送达,185.97,PayPal,,,,,0,197.28,25.99,,ios,2.3.1,1.5,,0,9.99,到家,NY,0
1596392009,7/16/2020 19:35,58761766849,7/24/2020,,已送达,76.43,PayPal,,,,,1.84,79.77,,,pc下单,,1.5,,0,0,自提,NY,0
1598011862,7/16/2020 19:35,55663190052,7/18/2020,,已送达,193.03,余额支付,,,,,0.93,209.85,,,ios,2.3.1,1.5,,0,9.99,到家,NY,0
1599256380,7/16/2020 19:36,58080414926,7/19/2020,,已送达,208.51,信用卡支付,,,,,5.21,221.25,3.68,,android,2.3.1,1.5,,0,6.99,到家,DC,0
1599372624,7/16/2020 19:37,56941252295,7/18/2020,,已送达,104.19,信用卡支付,,,,,5.39,110.81,4.21,,android,2.3.1,1.5,,0,0,自提,NY,0
1603738293,7/16/2020 19:38,53961735771,7/18/2020,,已送达,192.17,PayPal,,,,,0,192.35,13.65,,ios,2.3.1,1.5,,0,0,自提,Boston,0
1598627220,7/16/2020 19:39,52164639146,7/18/2020,普通投诉,已送达,204.03,PayPal,,,,,9.57,214.82,21.4,R-商品不符,android,2.3.1,1.5,,0,0,自提,NY,0
1597249942,7/16/2020 19:40,53971816353,7/18/2020,,已送达,134.51,PayPal,,,,,5.46,151.46,,,pc下单,,1.5,,0,9.99,到家,NY,0
1597950737,7/16/2020 19:40,58261718762,7/18/2020,,已送达,209.8,信用卡支付,,,,,0.6,221.2,,,ios,2.3.1,1.5,,0,9.99,到家,Boston,0
1596322444,7/16/2020 19:41,55334742051,7/19/2020,,已送达,108.41,信用卡支付,,,,,2.52,119.42,5.49,,pc下单,,1.5,,0,6.99,到家,NY,0
1602620623,7/16/2020 19:41,53384891930,7/19/2020,,已送达,94.17,信用卡支付,,,,,0,105.66,6.37,,pc下单,,1.5,,0,9.99,到家,NY,0
1601524077,7/16/2020 19:42,52962617955,7/19/2020,,已送达,39.37,信用卡支付,,,,,0,42.7,6.38,,ios,2.3.1,1.5,,0,0,自提,NY,2
1594979100,7/16/2020 19:43,54465172693,7/18/2020,,已送达,73.79,信用卡支付,,,,,0,85.28,2.29,,pc下单,,1.5,,0,9.99,到家,Boston,0
1604332806,7/16/2020 19:43,5386466965,7/18/2020,普通投诉,已送达,210.34,信用卡支付,,,,,7.74,224.57,23.84,R-质量问题,ios,2.3.1,1.5,,5,9.99,到家,NY,0
1595300138,7/16/2020 19:45,56620168076,7/19/2020,,订单已取消【需要取消一件/多件商品 || 要修改订单】,93.33,信用卡支付,,,,,3.51,108.33,108.33,,ios,2.3.1,1.5,,0,9.99,到家,NY,0
1595930813,7/16/2020 19:45,57860912699,7/19/2020,,已送达,154.62,PayPal,,,,,0.37,166.48,43.98,,pc下单,,1.5,,0,9.99,到家,NY,0
1604822319,7/16/2020 19:46,5306313822,7/19/2020,,已送达,45.71,信用卡支付,,,,,0,46.87,,,ios,2.3.1,,,0,0,自提,NY,2
1602100247,7/16/2020 19:49,5669172060,7/19/2020,,已送达,85.37,信用卡支付,,,,,0.97,97.7,,,ios,2.3.1,1.5,,0,9.99,到家,NY,0
1596077489,7/16/2020 19:50,59621779230,7/18/2020,,订单已取消【价格原因 || accident 】,104.02,信用卡支付,,,,,2.82,118.33,118.33,,pc下单,,1.5,,0,9.99,到家,NY,0
1599160292,7/16/2020 19:52,57821513719,7/18/2020,,已送达,101.12,余额支付,,,,,2.53,106.93,,,ios,2.3.1,1.5,,5,6.99,到家,DC,0
1598535662,7/16/2020 19:52,55884527622,7/18/2020,,已送达,138.93,信用卡支付,,,,,0,140.43,0.8,,pc下单,,1.5,,0,0,自提,NY,0
1604884393,7/16/2020 19:53,58744345598,7/18/2020,,已送达,72.1,信用卡支付,,,,,0,80.59,10.28,,pc下单,,1.5,,0,6.99,到家,DC,0
1599296022,7/16/2020 19:54,55097975553,7/18/2020,,已送达,70.53,信用卡支付,,,,,0,71.81,,,ios,2.3.1,1.5,,0,0,自提,NY,0
1602949245,7/16/2020 19:55,57470372585,7/18/2020,,已送达,40.37,信用卡支付,,,,,1.39,50.75,12.28,,pc下单,,,,0,6.99,到家,DC,2
1598892812,7/16/2020 19:56,57373262175,7/18/2020,,已送达,188.42,信用卡支付,,,,,4.71,195.66,30.7,,ios,2.3.1,1.5,,5,6.99,到家,DC,0
1595653482,7/16/2020 19:58,59164682706,7/19/2020,,已送达,85.14,信用卡支付,,,,,0,86.36,3.49,,ios,2.3.1,1.5,,0,0,自提,NY,0
1603122410,7/16/2020 19:59,53790891703,7/19/2020,,已送达,93.15,信用卡支付,,,,,0,104.64,,,pc下单,,1.5,,0,9.99,到家,NY,0
1597537681,7/16/2020 20:00,5278605568,7/18/2020,,已送达,107.99,信用卡支付,,,,,0,109.49,,,pc下单,,1.5,,0,0,自提,NY,0
1599900284,7/16/2020 20:00,53130146530,7/18/2020,,订单已取消【需要取消一件/多件商品 || 需要添加额外商品】,60.66,PayPal,,,,,0.57,71.72,71.72,,pc下单,,1.5,,0,6.99,到家,DC,2
1597337194,7/16/2020 20:00,55748460950,7/18/2020,,已送达,151.49,信用卡支付,,,,,0.27,163.01,6.99,,ios,2.3.1,1.5,,0,9.99,到家,Boston,0
1602357895,7/16/2020 20:03,57261045183,7/18/2020,,已送达,188.5,PayPal,,,,,4.73,194.73,2.99,,pc下单,,1.5,,0,0,自提,NY,0
1602710284,7/16/2020 20:04,52584852926,7/18/2020,,已送达,130.46,信用卡支付,,,,,0,139.8,88.99,,ios,2.3.1,,,0,9.99,到家,NY,0
1598102563,7/16/2020 20:05,56291740435,7/18/2020,,已送达,195.23,信用卡支付,,,,,1.64,197.52,,,android,2.3.1,1.5,,0,0,自提,NY,0
1604260462,7/16/2020 20:06,5234109013,7/19/2020,,已送达,122.25,余额支付,,,,,1.2,134.25,27.99,,ios,2.3.1,1.5,,0,9.99,到家,NY,0
1600971397,7/16/2020 20:08,53130146530,7/18/2020,,已送达,79.65,PayPal,,,,,0.57,88.71,,,pc下单,,1.5,,0,6.99,到家,DC,0
1602343800,7/16/2020 20:11,55724084431,7/18/2020,,已送达,162.88,PayPal,,,,,0,170.27,,,ios,2.3.1,1.5,,0,6.99,到家,DC,0
1601141028,7/16/2020 20:11,53944388461,7/19/2020,普通投诉,已送达,62.29,信用卡支付,,,,,3.48,67.55,10.33,R-质量问题,ios,2.3.1,,,0,0,自提,DC,2
1602491915,7/16/2020 20:13,54085753017,7/18/2020,,已送达,223.22,信用卡支付,,,,,3.55,238.09,,,ios,2.3.1,1.5,,0,9.99,到家,Boston,0
1596578471,7/16/2020 20:13,53886029556,7/18/2020,,已送达,75.45,信用卡支付,,,,,1.22,77.41,,,IPAD,2.3.1,1.5,,0,0,自提,NY,0
1598683774,7/16/2020 20:13,53380338382,7/18/2020,,已送达,177.88,信用卡支付,,,,,3.11,192.24,,,ios,2.3.1,1.5,,0,9.99,到家,NY,0
1600595764,7/16/2020 20:14,55641359832,7/18/2020,,已送达,89.65,余额支付,,,,,2.33,93.48,,,pc下单,,1.5,,0,0,自提,NY,0
1603860683,7/16/2020 20:14,5926312272,7/19/2020,,已送达,70.87,余额支付,,,,,1.37,72.44,2.99,,ios,2.3.1,1.5,,0,0,自提,NY,0
1597742924,7/16/2020 20:17,53691753702,7/18/2020,,已送达,115.07,信用卡支付,,,,,0,116.42,3.99,,ios,2.3.1,1.5,,0,0,自提,NY,0
1598150641,7/16/2020 20:17,54764636551,7/18/2020,,已送达,104.49,信用卡支付,,,,,3.88,119.73,4.08,,ios,2.3.1,1.5,,0,9.99,到家,NY,0
1599132185,7/16/2020 20:17,56762627376,7/19/2020,,已送达,147.98,信用卡支付,,,,,1.66,161.13,8.48,,pc下单,,1.5,,0,9.99,到家,NY,0
1597443589,7/16/2020 20:20,55851099118,7/18/2020,,已送达,226.1,信用卡支付,5,5105991188,,,7.19,235.63,,,ios,2.3.1,1.5,,0,6.99,到家,DC,0
1603691504,7/16/2020 20:20,59432326008,7/19/2020,,已送达,98.47,信用卡支付,,,,,0,109.96,3.79,,ios,2.3.1,1.5,,0,9.99,到家,NY,0
1599694635,7/16/2020 20:20,53891785023,7/19/2020,,已送达,69.28,余额支付,,,,,0,70.5,21.06,,android,2.3.1,1.5,,0,0,自提,NY,0
1595414481,7/16/2020 20:22,51986012686,7/26/2020,,订单已取消【客服取消】,36.26,余额支付,,,,,0,39.76,39.76,,pc下单,,1.5,,0,0,自提,NY,2
1597447116,7/16/2020 20:23,59770344743,7/24/2020,,已送达,32.97,PayPal,,,,,0,36.47,21.48,,ios,2.3.1,1.5,,0,0,自提,NY,2
1603256230,7/16/2020 20:24,55531213933,7/18/2020,,已送达,177.33,支付宝/微信,,,,,0.13,180.46,6.49,,pc下单,,1.5,1.5,0,0,自提,NY,0
1603053559,7/16/2020 20:26,57830266483,7/19/2020,,已送达,173.14,PayPal,,,,,4.4,188.86,12.57,,ios,2.3.1,1.5,,0,9.99,到家,NY,0
1596975349,7/16/2020 20:27,52591725527,7/23/2020,,订单已取消【订单重复 || 重订】,162.76,余额支付,,,,,2.09,176.34,176.34,,pc下单,,1.5,,0,9.99,到家,NY,0
1598639591,7/16/2020 20:29,52043427193,7/18/2020,,已送达,218.92,信用卡支付,,,,,7.1,237.51,3.59,,pc下单,,1.5,,0,9.99,到家,NY,0
1595883473,7/16/2020 20:31,56885899273,7/18/2020,,已送达,81.6,信用卡支付,,,,,0,92.97,19.98,,android,2.3.1,1.5,,0,9.99,到家,NY,0
1603017353,7/16/2020 20:31,59740132719,7/19/2020,,已送达,70.59,信用卡支付,,,,,0,71.91,,,ios,2.3.1,1.5,,0,0,自提,Boston,0
1600385984,7/16/2020 20:32,54573228264,7/23/2020,,已送达,167.7,PayPal,,,,,3.73,172.68,,,ios,2.3.1,1.5,,0,0,自提,NY,0
1600700512,7/16/2020 20:33,53792924653,7/18/2020,,订单已取消【需要取消一件/多件商品 || 多买了一些东西】,120.17,PayPal,,,,,0,131.66,131.66,,pc下单,,1.5,,0,9.99,到家,NY,0
1598283934,7/16/2020 20:33,58883276855,7/19/2020,,已送达,124.9,信用卡支付,,,,,3.84,130.24,0.85,,pc下单,,1.5,,0,0,自提,DC,0
1596802209,7/16/2020 20:35,5639171615,7/19/2020,,已送达,92.03,PayPal,,,,,0,103.52,,,pc下单,,1.5,,0,9.99,到家,NY,0
1601968196,7/16/2020 20:35,57691720097,7/26/2020,,订单已取消【价格原因 || 找到了更便宜的牛肉火锅】,144.36,PayPal,,,,,3.77,159.44,159.44,,ios,2.3.1,1.5,,0,9.99,到家,NY,0
1599430468,7/16/2020 20:35,5222037118,7/18/2020,,已送达,173.47,信用卡支付,,,,,0,174.69,14.59,,ios,2.3.1,1.5,,0,0,自提,NY,0
1598202311,7/16/2020 20:38,55820260347,7/19/2020,,已送达,131.21,信用卡支付,,,,,4.09,136.57,25.8,,ios,2.3.1,1.5,,0,0,自提,DC,0
1595987170,7/16/2020 20:38,56358636105,7/24/2020,,已送达,161.31,余额支付,,,,,1.53,156.7,,,ios,2.3.1,,,5,0,自提,NY,0
1603943953,7/16/2020 20:40,57563110856,7/18/2020,,已送达,133.67,信用卡支付,,,,,0,144.46,3.99,,ios,2.3.1,1.5,,0,9.99,到家,NY,0
1603225789,7/16/2020 20:40,53334731824,7/18/2020,,已送达,132.03,PayPal,,,,,1.66,145.06,,,ios,2.3.1,1.5,,0,9.99,到家,NY,0
1596087941,7/16/2020 20:40,53760956817,7/18/2020,,已送达,184.72,支付宝/微信,,,,,6.51,194.05,,,ios,2.3.1,1.5,1.5,0,0,自提,NY,0
1595024859,7/16/2020 20:41,58773222552,7/18/2020,,已送达,47.78,信用卡支付,,,,,0,46.28,,,pc下单,,1.5,,5,0,自提,NY,2
1598541054,7/16/2020 20:41,52360389734,7/19/2020,,已送达,99.03,信用卡支付,,,,,1.2,100.23,,,pc下单,,,,0,0,自提,Boston,0
1603455846,7/16/2020 20:43,52661733173,7/19/2020,,已送达,109.99,信用卡支付,,,,,2.54,113.87,1.01,,ios,2.3.1,1.5,,0,0,自提,NY,0
1604445951,7/16/2020 20:43,56786034092,7/19/2020,,已送达,94.31,信用卡支付,,,,,3.72,108.42,13.38,R-其他,ios,2.3.1,1.5,,0,9.99,到家,NY,0
1603456568,7/16/2020 20:45,53792924653,7/18/2020,,已送达,128.36,PayPal,,,,,0,139.85,7.29,,pc下单,,1.5,,0,9.99,到家,NY,0
1597993325,7/16/2020 20:45,55791793296,7/19/2020,,已送达,142.49,信用卡支付,,,,,0,147.35,,,ios,2.3.1,,,5,9.99,到家,NY,0
1602518023,7/16/2020 20:46,52543484125,7/24/2020,,已送达,50.94,PayPal,,,,,1.27,53.71,6.96,,pc下单,,1.5,,0,0,自提,NY,0
1600559989,7/16/2020 20:46,55441085480,7/18/2020,,已送达,161.06,信用卡支付,,,,,6.72,179.27,0.8,,pc下单,,1.5,,0,9.99,到家,NY,0
1596337830,7/16/2020 20:46,5252037118,7/18/2020,,已送达,75.35,余额支付,,,,,0,70.81,,,ios,2.3.1,1.5,,5,0,自提,NY,0
1603210823,7/16/2020 20:48,5399739656,7/18/2020,,已送达,60.42,支付宝/微信,,,,,1.11,61.53,,,ios,2.3.1,1.5,1.5,5,0,自提,NY,2
1600486077,7/16/2020 20:50,56164696788,7/19/2020,,已送达,170.4,余额支付,2,6466967881,,,0,179.89,9.88,,pc下单,,1.5,,0,9.99,到家,NY,0
1604332885,7/16/2020 20:50,55971625442,7/19/2020,普通投诉,已送达,95.88,信用卡支付,,,,,2.61,99.74,13.67,R-缺失商品,ios,2.3.1,1.5,,0,0,自提,Boston,0
1598235776,7/16/2020 20:51,55826788439,7/19/2020,,已送达,315.83,信用卡支付,,,,,0,327.32,46.33,,pc下单,,1.5,,0,9.99,到家,NY,0
1595407070,7/16/2020 20:51,5703156281,7/19/2020,,已送达,77.08,信用卡支付,,,,,0,76.9,,,ios,2.3.1,,,0,0,自提,Boston,0
1595189130,7/16/2020 20:51,5608326742,7/18/2020,,已送达,145.69,信用卡支付,,,,,2.12,156.54,,,ios,2.3.1,,,0,9.99,到家,NY,0
1595932571,7/16/2020 20:52,52185785099,7/19/2020,,已送达,123.18,信用卡支付,,,,,0,134.07,29.99,,ios,2.3.1,1.5,,0,9.99,到家,Boston,0
1604689873,7/16/2020 20:52,52785796279,7/18/2020,,已送达,85.7,信用卡支付,5,新FAF【邀请有礼】【被邀请人】满$25减$5 活动至20201231结束,,,0,92.19,3.99,,ios,2.3.1,1.5,,0,9.99,到家,Boston,0
1600952873,7/16/2020 20:52,53091799749,7/19/2020,,已送达,98.81,信用卡支付,,,,,0,110.3,6.2,,pc下单,,1.5,,0,9.99,到家,NY,0
1600108136,7/16/2020 20:52,55984537187,7/18/2020,,已送达,75.33,信用卡支付,,,,,0,76.6,3.49,,IPAD,2.3.1,1.5,,0,0,自提,NY,0
1601659466,7/16/2020 20:52,57171713649,7/19/2020,,已送达,69.34,PayPal,,,,,1.11,81.94,,,pc下单,,1.5,,0,9.99,到家,NY,0
1596924148,7/16/2020 20:53,58891768634,7/18/2020,,已送达,28.21,信用卡支付,,,,,0,40.2,9.99,R-其他,pc下单,,,,0,9.99,到家,NY,2
1601786072,7/16/2020 20:53,5743477970,7/19/2020,,已送达,82.71,信用卡支付,,,,,0,92.7,14.96,,pc下单,,,,0,9.99,到家,NY,0
1602396055,7/16/2020 20:53,5556109079,7/19/2020,普通投诉,已送达,44.9,信用卡支付,,,,,2.69,49.71,29.85,R-缺失商品,ios,2.3.1,1.5,,0,0,自提,DC,2
1598970690,7/16/2020 20:53,5473471070,7/19/2020,,已送达,248.61,信用卡支付,,,,,1.75,261.67,6.33,,android,2.3.1,1.5,,0,9.99,到家,NY,0
1595362454,7/16/2020 20:56,56391489512,7/18/2020,,已送达,131.55,PayPal,,,,,3.04,130.28,0.8,,ios,2.3.1,1.5,,5,0,自提,NY,0
1596192337,7/16/2020 20:57,52324045226,7/19/2020,,已送达,69.12,余额支付,,,,,1.73,66.57,6.65,,android,2.3.1,1.5,,5,0,自提,DC,0
1601426907,7/16/2020 20:58,52957199017,7/22/2020,普通投诉,已送达,241.6,信用卡支付,,,,,0.47,255.38,33.06,R-商品变质,ios,2.3.1,1.5,,0,6.99,到家,DC,0
