Order Number,Order Time,Cust ID,Delivery Date,订单投诉,Status,Total Price,Payment,Voucher Discount,Voucher,Coupon Discount,Coupon,Tax Price,Final Price,Refund,Customer Service,OS of App,,冷链包装费,支付宝手续费,会员券,配送费,到家/自提,班次,服务费
1602123958,7/9/2020 9:44,52468185023,7/11/2020,,已送达,113.05,余额支付,,,,,4.91,119.46,,,pc下单,,1.5,,0,0,自提,OT,0
1599787452,7/9/2020 9:45,58973412858,7/24/2020,,已送达,131.1,信用卡支付,,,,,5.04,136.79,32.97,,ios,2.3.1,1.5,,0,0,自提,NY,0
1597169574,7/9/2020 9:45,56531326469,7/11/2020,,已送达,60.54,PayPal,5,新FAF【邀请有礼】【邀请人】满$5减$5 活动至20201231结束,,,1.85,60.7,,,ios,2.3.1,1.5,,0,0,自提,OT,2
1595865560,7/9/2020 9:45,58765063685,7/11/2020,,已送达,144.72,信用卡支付,,,,,4.82,150.89,2.65,,ios,2.3.1,1.5,,0,0,自提,Boston,0
1600678026,7/9/2020 9:48,53891298549,7/14/2020,,已送达,21.77,PayPal,,,,,0.54,25.81,,,ios,2.3.1,1.5,,0,0,自提,NY,2
1595474737,7/9/2020 9:48,57440425187,7/16/2020,,已送达,125.09,信用卡支付,,,,,2.73,128.18,1.29,,IPAD,2.3.1,1.5,,0,0,自提,NY,0
1594984984,7/9/2020 9:49,53264684464,7/11/2020,,已送达,118.3,支付宝/微信,,,,,1.34,122.46,,,ios,2.3.1,1.5,1.5,0,0,自提,NY,0
1596254874,7/9/2020 9:50,54291486290,7/11/2020,,已送达,160.63,信用卡支付,,,,,4.68,165.91,15.79,,IPAD,2.3.1,1.5,,0,0,自提,NY,0
1596648837,7/9/2020 9:52,59191769526,7/12/2020,,已送达,115.66,余额支付,,,,,1.39,127.76,,,ios,2.3.1,1.5,,0,9.99,到家,NY,0
1601130215,7/9/2020 9:52,53981227402,7/11/2020,,已送达,132.35,信用卡支付,,,,,0,131.47,,,ios,2.3.1,,,0,0,自提,OT,0
1599346770,7/9/2020 9:53,57054029163,7/11/2020,普通投诉,已送达,121.64,信用卡支付,2,5407291630,,,0,127.22,12.49,R-商品变质,ios,2.3.1,1.5,,0,6.99,到家,DC,0
1600765116,7/9/2020 9:54,52343484236,7/11/2020,普通投诉,已送达,83.82,PayPal,,,,,2.1,87.42,9.2,R-质量问题,pc下单,,1.5,,0,0,自提,OT,0
1603757412,7/9/2020 9:54,5427247362,7/11/2020,,已送达,96.6,信用卡支付,,,,,1.54,99.64,,,ios,2.3.1,1.5,,0,0,自提,OT,0
1599549916,7/9/2020 9:54,56360754335,7/11/2020,,已送达,147.63,PayPal,,,,,0.74,148.79,,,ios,2.3.1,1.5,,0,0,自提,OT,0
1594890903,7/9/2020 9:55,52360779579,7/11/2020,FGG责任,退款已完成,77.44,PayPal,,,,,3.33,82.13,24.24,R-缺货,ios,2.3.1,1.5,,0,0,自提,Boston,0
1596846384,7/9/2020 9:56,57880687809,7/11/2020,,已送达,70.36,信用卡支付,,,,,2.25,73.21,,,ios,2.3.1,1.5,,0,0,自提,OT,0
1599668931,7/9/2020 9:57,54577432511,7/12/2020,,已送达,90.2,PayPal,,,,,1.65,91.63,,,ios,2.3.1,,,0,0,自提,Boston,0
1597328309,7/9/2020 9:58,56964641057,7/12/2020,,已送达,72.63,信用卡支付,,,,,0,73.96,,,android,2.3.1,1.5,,0,0,自提,NY,0
1595086318,7/9/2020 9:59,54284530534,7/11/2020,,已送达,272.27,PayPal,,,,,7.14,280.15,,,ios,2.3.1,1.5,,0,0,自提,NY,0
1595882095,7/9/2020 10:05,54076521364,7/11/2020,,已送达,89.11,信用卡支付,,,,,2.08,92.46,,,android,2.3.1,1.5,,0,0,自提,OT,0
1597503371,7/9/2020 10:07,58093729220,7/11/2020,,已送达,47.76,PayPal,,,,,0,49.76,,,ios,2.3.1,,,0,0,自提,OT,2
1594978014,7/9/2020 10:07,57363110892,7/11/2020,,已送达,136.36,支付宝/微信,,,,,1.08,149.17,19.28,,android,2.3.1,1.5,1.5,0,9.99,到家,NY,0
1596054110,7/9/2020 10:09,52264638444,7/11/2020,,已送达,82.75,信用卡支付,,,,,0.93,92.17,,,pc下单,,1.5,,0,6.99,到家,OT,0
1601552238,7/9/2020 10:10,56661771857,7/11/2020,,已送达,114.2,信用卡支付,,,,,3.35,124.54,,,pc下单,,,,0,6.99,到家,DC,0
1596498983,7/9/2020 10:10,58621282162,7/12/2020,,已送达,74.11,信用卡支付,,,,,0,85.6,,,ios,2.3.1,1.5,,0,9.99,到家,NY,0
1603334697,7/9/2020 10:10,53760751495,7/11/2020,,已送达,137.13,支付宝/微信,,,,,0,139.89,,,ios,2.3.1,1.5,1.5,0,0,自提,OT,0
1598301277,7/9/2020 10:11,5517321620,7/11/2020,,已送达,189.66,信用卡支付,,,,,6.97,207.07,18.23,,ios,2.3.1,1.5,,0,9.99,到家,NY,0
1597306592,7/9/2020 10:12,58161752791,7/11/2020,,已送达,79.18,PayPal,,,,,1.05,81.47,4.98,,ios,2.3.1,1.5,,0,0,自提,Boston,0
1599098686,7/9/2020 10:13,57763110111,7/11/2020,,已送达,86.31,信用卡支付,,,,,0,97.58,3.29,,ios,2.3.1,1.5,,0,9.99,到家,NY,0
1602340002,7/9/2020 10:14,58051797055,7/11/2020,,已送达,161.51,支付宝/微信,,,,,1.04,164.35,4.58,,ios,2.2.4,1.5,1.5,0,0,自提,OT,0
1602746185,7/9/2020 10:14,52777373599,7/11/2020,,已送达,122.29,信用卡支付,,,,,0,133.78,4.29,,pc下单,,1.5,,0,9.99,到家,Boston,0
1602118139,7/9/2020 10:15,5836146539,7/11/2020,,已送达,81.2,信用卡支付,,,,,6.5,86.4,,,ios,2.3.1,,,0,0,自提,OT,0
1595860818,7/9/2020 10:16,54041226056,7/11/2020,,已送达,228.31,信用卡支付,,,,,11.72,241.4,,,android,2.3.1,1.5,,0,0,自提,OT,0
1601392436,7/9/2020 10:18,5815408516,7/11/2020,,已送达,119.84,信用卡支付,,,,,4.06,124.65,6.52,,ios,2.3.1,1.5,,0,0,自提,OT,0
1596469908,7/9/2020 10:19,59850585921,7/11/2020,,已送达,92.12,信用卡支付,,,,,1.44,93.56,34.48,,ios,2.3.1,,,0,0,自提,OT,0
1601412707,7/9/2020 10:20,53054167,7/11/2020,普通投诉,退款审核中,163.11,信用卡支付,,,,,0.5,164.19,17,R-商品不符,ios,2.3.1,1.5,,0,0,自提,Boston,0
1600018259,7/9/2020 10:21,52960333616,7/11/2020,,已送达,72.82,信用卡支付,,,,,1.27,74.09,8.23,,pc下单,,,,0,0,自提,Boston,0
1595723043,7/9/2020 10:23,58921380861,7/11/2020,,已送达,149.94,余额支付,,,,,0,156.43,35.45,,pc下单,,1.5,,5,9.99,到家,Boston,0
1603036693,7/9/2020 10:23,58741512768,7/11/2020,,已送达,216.98,支付宝/微信,,,,,2.82,222.67,,,ios,2.3.1,1.5,1.5,0,0,自提,OT,0
1597367588,7/9/2020 10:25,5647344362,7/11/2020,,已送达,89.14,信用卡支付,,,,,0.26,97.69,10.08,,ios,2.3.1,1.5,,0,6.99,到家,OT,0
1596558043,7/9/2020 10:25,53660779511,7/11/2020,,已送达,106.95,信用卡支付,,,,,0,118.44,11.76,,pc下单,,1.5,,0,9.99,到家,Boston,0
1601065614,7/9/2020 10:25,52141294203,7/11/2020,,已送达,97.8,信用卡支付,,,,,0,99.07,13.73,,android,2.3.1,1.5,,0,0,自提,OT,0
1603026313,7/9/2020 10:26,56483261293,7/11/2020,,已送达,117.77,PayPal,,,,,2.35,121.62,15.79,,ios,2.3.1,1.5,,0,0,自提,OT,0
1595982858,7/9/2020 10:28,54064613817,7/11/2020,,已送达,290.62,信用卡支付,,,,,0,306.84,,,ios,2.3.1,1.5,,0,9.99,到家,NY,0
1603723316,7/9/2020 10:28,56120390750,7/11/2020,,已送达,108.69,信用卡支付,,,,,0.97,121.15,14.99,,pc下单,,1.5,,0,9.99,到家,Boston,0
1599576661,7/9/2020 10:31,52068185833,7/11/2020,普通投诉,已送达,69.54,余额支付,,,,,0,71.04,9.09,R-商品变质,ios,2.3.1,1.5,,0,0,自提,OT,0
1595992243,7/9/2020 10:31,52860762280,7/12/2020,,已送达,120.14,信用卡支付,,,,,1.27,132.78,,,ios,2.3.1,1.5,,0,9.99,到家,NY,0
1595673516,7/9/2020 10:32,58240420139,7/11/2020,,已送达,395.07,信用卡支付,,,,,0,411.42,1.61,,ios,2.3.1,1.5,,0,9.99,到家,Boston,0
1598795068,7/9/2020 10:33,56651352535,7/11/2020,,已送达,48.84,信用卡支付,,,,,0,50.84,,,IPAD,2.3.1,,,0,0,自提,OT,2
1595071957,7/9/2020 10:34,52251829621,7/11/2020,,已送达,39.25,信用卡支付,,,,,3.14,42.24,,,ios,2.3.1,,,0,0,自提,OT,0
1597230046,7/9/2020 10:35,57847037685,7/11/2020,,已送达,31.36,信用卡支付,,,,,0,34.02,14.39,,ios,2.3.1,1.5,,0,0,自提,OT,2
1598540302,7/9/2020 10:36,52130229708,7/11/2020,,已送达,72.31,PayPal,,,,,0,73.81,2.58,,pc下单,,1.5,,0,0,自提,OT,0
1603571483,7/9/2020 10:36,58786598652,7/11/2020,,已送达,110.42,信用卡支付,,,,,2.77,114.5,,,ios,2.3.1,1.5,,0,0,自提,OT,0
1604224538,7/9/2020 10:37,59360937853,7/11/2020,,已送达,131.85,信用卡支付,,,,,4.66,138.01,8.43,,pc下单,,1.5,,0,0,自提,OT,0
1598660965,7/9/2020 10:38,58940833536,7/11/2020,,已送达,49.81,PayPal,,,,,0,53.31,,,ios,2.3.1,1.5,,0,0,自提,OT,2
1594627927,7/9/2020 10:39,59648434657,7/12/2020,,已送达,193.82,信用卡支付,,,,,0,205.31,,,pc下单,,1.5,,0,9.99,到家,NY,0
1601167321,7/9/2020 10:39,56542528557,7/11/2020,,已送达,164.41,余额支付,,,,,0,175.64,,,ios,2.3.1,1.5,,0,9.99,到家,Boston,0
1598436384,7/9/2020 10:40,58951388068,7/11/2020,,已送达,190.29,PayPal,,,,,0.58,192.21,,,ios,2.3.1,1.5,,0,0,自提,OT,0
1594510693,7/9/2020 10:42,53050287503,7/11/2020,,已送达,131.05,信用卡支付,,,,,2.98,135.53,9.84,,pc下单,,1.5,,0,0,自提,NY,0
1600355290,7/9/2020 10:44,5783473981,7/12/2020,,已送达,107.42,余额支付,,,,,0,107.42,,,pc下单,,,,0,0,自提,NY,0
1595469845,7/9/2020 10:45,52378190983,7/11/2020,,已送达,128.59,信用卡支付,,,,,0,128.59,88.99,,ios,2.3.1,,,0,0,自提,Boston,0
1602677901,7/9/2020 10:45,53673458912,7/11/2020,,已送达,152.46,余额支付,,,,,0.5,149.46,1.62,,pc下单,,1.5,,5,0,自提,OT,0
1595339633,7/9/2020 10:49,59184790009,7/12/2020,,已送达,179.91,信用卡支付,,,,,7.65,186.6,,,ios,2.3.1,,,0,0,自提,Boston,0
1601779167,7/9/2020 10:49,54997818344,7/11/2020,,已送达,124.53,余额支付,,,,,7.24,128.27,,,ios,2.3.1,1.5,,5,0,自提,Boston,0
1602175494,7/9/2020 10:50,53360772637,7/11/2020,,已送达,70.04,余额支付,,,,,0.68,72.22,,,ios,2.3.1,1.5,,0,0,自提,OT,0
1598948905,7/9/2020 10:51,55830288629,7/11/2020,普通投诉,已送达,69.56,信用卡支付,,,,,0,71.06,2.09,R-质量问题,ios,2.3.1,1.5,,0,0,自提,OT,0
1599801338,7/9/2020 10:52,5704433844,7/11/2020,,已送达,135.46,PayPal,,,,,2.52,145.57,,,ios,2.3.1,1.5,,0,6.99,到家,DC,0
1603326150,7/9/2020 10:52,57051827506,7/11/2020,,已送达,48.7,信用卡支付,,,,,3.9,52.6,,,ios,2.3.1,,,0,0,自提,OT,0
1599918312,7/9/2020 10:52,56690816928,7/11/2020,,已送达,185.11,余额支付,,,,,4.63,197.95,6.04,,ios,2.3.1,1.5,,0,6.99,到家,DC,0
1602935436,7/9/2020 10:53,5429177673,7/12/2020,,已送达,85.64,信用卡支付,,,,,1.29,98.42,2.79,,ios,2.3.1,1.5,,0,9.99,到家,NY,0
1597966949,7/9/2020 10:53,58573446922,7/11/2020,,已送达,69.01,信用卡支付,,,,,0,68.41,1.62,,ios,2.3.1,,,0,0,自提,OT,0
1602630943,7/9/2020 10:54,59234720857,7/12/2020,,已送达,61.17,余额支付,,,,,2.46,67.13,2.99,,android,2.3.1,1.5,,0,0,自提,DC,2
1599917897,7/9/2020 10:54,52434725512,7/12/2020,,已送达,160.97,PayPal,,,,,0,172.46,,,pc下单,,1.5,,0,9.99,到家,NY,0
1603978310,7/9/2020 10:56,5942062668,7/18/2020,,已送达,336.98,信用卡支付,,,,,13.79,352.27,,,pc下单,,1.5,,0,0,自提,OT,0
1600826747,7/9/2020 10:56,53651319383,7/11/2020,,已送达,72.19,余额支付,,,,,0,73.87,,,android,2.3.1,1.5,1.5,0,0,自提,OT,0
1601839938,7/9/2020 10:57,5899789869,7/11/2020,,已送达,116.78,PayPal,,,,,2.84,120.28,5.99,,ios,2.3.1,1.5,,0,0,自提,Boston,0
1601351752,7/9/2020 10:58,5707347585,7/11/2020,普通投诉,已送达,196.6,PayPal,,,,,2.91,201.01,12.99,R-缺失商品,pc下单,,1.5,,0,0,自提,OT,0
1596737382,7/9/2020 10:58,52885753970,7/11/2020,,已送达,73.98,PayPal,,,,,1.33,76.62,,,ios,2.3.1,1.5,,0,0,自提,Boston,0
1603904647,7/9/2020 10:58,52273455890,7/11/2020,普通投诉,已送达,91.52,余额支付,,,,,0,97.79,14.07,E-商品不符/换原商品,IPAD,2.3.1,,,0,6.99,到家,OT,0
1602917238,7/9/2020 10:59,58881481972,7/11/2020,,已送达,160.22,余额支付,5,新FAF【邀请有礼】【邀请人】满$5减$5 活动至20201231结束,,,1.22,164.93,12.1,,pc下单,,1.5,,0,6.99,到家,DC,0
1604217749,7/9/2020 10:59,5783158661,7/11/2020,,已送达,182.81,信用卡支付,,,,,0,184.31,8.27,,pc下单,,1.5,,0,0,自提,OT,0
1598665565,7/9/2020 11:02,58086049958,7/12/2020,,已送达,96.49,信用卡支付,,,,,1.5,99.49,10.17,,ios,2.3.1,1.5,,0,0,自提,NY,0
1603610564,7/9/2020 11:06,59020317816,7/11/2020,,已送达,133.02,信用卡支付,,,,,0,133.33,,,ios,2.3.1,1.5,,0,0,自提,NY,0
1594512088,7/9/2020 11:07,52420190140,7/11/2020,,已送达,76.48,信用卡支付,,,,,1.94,78.42,,,pc下单,,,,0,0,自提,OT,0
1598326531,7/9/2020 11:08,55591780172,7/11/2020,,已送达,107.96,信用卡支付,,,,,5.68,124.35,13.98,,ios,2.3.1,1.5,,0,9.99,到家,NY,0
1602454209,7/9/2020 11:08,56064633160,7/11/2020,,订单已取消【不能在规定时间内赶去自提点提货 || 时间】,116.84,信用卡支付,,,,,0,116.94,116.94,,android,2.3.1,1.5,,0,0,自提,NY,0
1599955766,7/9/2020 11:09,52360762165,7/11/2020,,已送达,71.05,信用卡支付,,,,,0,71.29,,,android,2.3.1,1.5,,0,0,自提,OT,0
1599156804,7/9/2020 11:09,57897827560,7/11/2020,,订单已取消【需要取消一件/多件商品 || 需要重新下单】,100.02,余额支付,,,,,1.05,101.65,101.65,,ios,2.3.1,1.5,,0,0,自提,Boston,0
1594786066,7/9/2020 11:10,57971853833,7/12/2020,,已送达,44.56,信用卡支付,,,,,0,56.05,,,pc下单,,1.5,,0,9.99,到家,NY,0
1600510258,7/9/2020 11:11,52651338197,7/11/2020,,已送达,69.65,信用卡支付,,,,,0,68.57,,,ios,2.3.1,,,0,0,自提,OT,0
1595756757,7/9/2020 11:13,58873274336,7/11/2020,,已送达,58.01,支付宝/微信,,,,,3.3,64.64,2.09,,ios,2.3.1,,1.5,0,0,自提,NY,2
1595371281,7/9/2020 11:15,58151867952,7/11/2020,,已送达,127.41,信用卡支付,,,,,7.07,135.98,2.99,,pc下单,,1.5,,0,0,自提,OT,0
1602568925,7/9/2020 11:15,52760762236,7/11/2020,,已送达,89.15,信用卡支付,,,,,4.28,94.93,2.99,,android,2.3.1,1.5,,0,0,自提,OT,0
1604198579,7/9/2020 11:15,57897827560,7/11/2020,,已送达,98.12,余额支付,,,,,1.05,100.67,5.99,,ios,2.3.1,1.5,,0,0,自提,Boston,0
1601620510,7/9/2020 11:16,55740436424,7/11/2020,,已送达,121.56,信用卡支付,,,,,3.34,126.4,,,pc下单,,1.5,,0,0,自提,NY,0
1603624001,7/9/2020 11:18,59691729053,7/12/2020,,已送达,86.83,信用卡支付,,,,,1.47,99.79,,,pc下单,,1.5,,0,9.99,到家,NY,0
1598352423,7/9/2020 11:18,52361214193,7/11/2020,,已送达,152.53,PayPal,,,,,0,153.79,5.98,,android,2.3.1,1.5,,0,0,自提,OT,0
1601100874,7/9/2020 11:19,57783255107,7/11/2020,,已送达,98.87,信用卡支付,,,,,5.05,105.21,,,ios,2.3.1,1.5,,0,0,自提,OT,0
1600056967,7/9/2020 11:19,54161477401,7/11/2020,,已送达,136.91,余额支付,,,,,0,144.62,,,ios,2.3.1,1.5,,0,6.99,到家,NY,0
1601430298,7/9/2020 11:20,56064675556,7/14/2020,,订单已取消【需要取消一件/多件商品 || 加单】,181.02,信用卡支付,,,,,4.91,197.42,197.42,,ios,2.3.1,1.5,,0,9.99,到家,NY,0
1596728003,7/9/2020 11:20,58520273789,7/11/2020,,已送达,91.57,信用卡支付,,,,,2.66,102.72,4.09,,pc下单,,1.5,,0,6.99,到家,DC,0
1599080564,7/9/2020 11:22,5623012566,7/12/2020,,已送达,43.8,信用卡支付,,,,,0,45.8,4.99,,ios,2.3.1,,,0,0,自提,DC,2
1596283402,7/9/2020 11:22,58531370869,7/11/2020,,已送达,72.33,信用卡支付,,,,,0,73.83,,,pc下单,,1.5,,0,0,自提,OT,0
1598821094,7/9/2020 11:23,52461730339,7/11/2020,,已送达,192.55,PayPal,,,,,9.05,203.1,,,android,2.3.1,1.5,,0,0,自提,OT,0
1597095759,7/9/2020 11:23,53330279598,7/11/2020,,已送达,252.39,信用卡支付,5,1594190624,,,0,248.7,15.79,,IPAD,2.3.1,1.5,,0,0,自提,OT,0
1594775096,7/9/2020 11:24,59291723615,7/12/2020,,已送达,133.07,信用卡支付,,,,,7.01,149.85,,,android,2.3.1,,,0,9.99,到家,NY,0
1601666530,7/9/2020 11:24,55821516996,7/11/2020,,已送达,92.06,信用卡支付,,,,,0.75,104.06,,,ios,2.3.1,1.5,,0,9.99,到家,OT,0
1600211863,7/9/2020 11:27,59941244959,7/11/2020,,已送达,122.94,信用卡支付,,,,,4.17,128.61,,,pc下单,,1.5,,0,0,自提,OT,0
1595293827,7/9/2020 11:28,55261799667,7/15/2020,,已送达,184.25,信用卡支付,,,,,2.03,197.55,9.99,,ios,2.3.1,1.5,,0,9.99,到家,Boston,0
1594701909,7/9/2020 11:28,56851890588,7/11/2020,,已送达,87.3,信用卡支付,,,,,3.78,92.58,,,ios,2.3.1,1.5,,0,0,自提,OT,0
1599037647,7/9/2020 11:30,58634761526,7/12/2020,,已送达,25.64,信用卡支付,,,,,0,27.64,,,pc下单,,,,0,0,自提,NY,2
1596460117,7/9/2020 11:30,53630257529,7/11/2020,,已送达,36.97,信用卡支付,,,,,0,38.79,,,ios,2.3.1,,,0,0,自提,OT,2
1601736232,7/9/2020 11:31,5812025881,7/12/2020,,已送达,105.87,余额支付,,,,,3,116.46,32.33,,ios,2.3.1,1.5,,0,6.99,到家,DC,0
1594926545,7/9/2020 11:31,54861439054,7/11/2020,,已送达,87.02,信用卡支付,5,新FAF【邀请有礼】【邀请人】满$5减$5 活动至20201231结束,,,0,82.02,3.75,,ios,2.3.1,,,0,0,自提,OT,0
1602036804,7/9/2020 11:32,5252069717,7/11/2020,,已送达,87.5,信用卡支付,,,,,1.53,100.52,,,pc下单,,1.5,,0,9.99,到家,NY,0
1599274374,7/9/2020 11:36,53460752893,7/11/2020,,已送达,72.37,支付宝/微信,,,,,2.84,77.37,,,android,2.3.1,1.5,1.5,0,0,自提,OT,0
1596680242,7/9/2020 11:37,58324821233,7/11/2020,,已送达,142.87,信用卡支付,,,,,0.61,144.71,,,ios,2.3.1,1.5,,0,0,自提,NY,0
1595325038,7/9/2020 11:38,52660762449,7/11/2020,,已送达,79.13,余额支付,,,,,2.32,76.69,3.51,,ios,2.3.1,1.5,,5,0,自提,OT,0
1596402415,7/9/2020 11:38,57573447406,7/11/2020,,已送达,74.46,信用卡支付,,,,,0,75.81,,,ios,2.3.1,1.5,,0,0,自提,OT,0
1597536383,7/9/2020 11:39,55820139089,7/14/2020,,已送达,119.29,信用卡支付,,,,,0,130.63,3.59,,ios,2.3.1,1.5,,0,9.99,到家,NY,0
1596149380,7/9/2020 11:39,58820332556,7/12/2020,,已送达,214,余额支付,,,,,3.17,227.51,7.63,,IPAD,2.3.1,1.5,,0,9.99,到家,NY,0
1599660665,7/9/2020 11:41,57361436990,7/11/2020,,已送达,121.67,信用卡支付,,,,,0.37,123.37,,,ios,2.3.1,1.5,,0,0,自提,OT,0
1598750221,7/9/2020 11:42,52773257222,7/11/2020,,已送达,131.78,信用卡支付,,,,,0,133.28,15.58,,ios,2.3.1,1.5,,0,0,自提,NY,0
1603294845,7/9/2020 11:43,53761735929,7/11/2020,,已送达,56.45,信用卡支付,,,,,0,68.32,8.98,,ios,2.3.1,,,0,9.99,到家,Boston,2
1602593324,7/9/2020 11:44,55991792106,7/12/2020,,已送达,79.98,支付宝/微信,,,,,1.49,94.18,9.99,R-其他,ios,2.3.1,1.5,1.5,0,9.99,到家,NY,0
1601249238,7/9/2020 11:45,55080417728,7/11/2020,,已送达,69.04,信用卡支付,,,,,0,68.8,,,ios,2.3.1,,,0,0,自提,OT,0
1600465027,7/9/2020 11:45,57963110850,7/11/2020,,已送达,30.69,信用卡支付,,,,,0,42.18,,,pc下单,,1.5,,0,9.99,到家,NY,0
1599485826,7/9/2020 11:45,55361430075,7/11/2020,,已送达,108.23,信用卡支付,,,,,0,109.73,,,ios,2.3.1,1.5,,0,0,自提,OT,0
1598680108,7/9/2020 11:46,55691786644,7/12/2020,,已送达,153.53,PayPal,,,,,4.86,169.71,26.78,,ios,2.3.1,1.5,,0,9.99,到家,NY,0
1603635067,7/9/2020 11:47,59061721988,7/11/2020,,已送达,85.4,信用卡支付,,,,,1.07,97.96,6.39,,pc下单,,1.5,,0,9.99,到家,NY,0
1599416877,7/9/2020 11:47,542530857,7/11/2020,,已送达,77.85,信用卡支付,,,,,1.36,80.06,,,ios,2.3.1,1.5,,0,0,自提,OT,0
1597726239,7/9/2020 11:48,55541296125,7/11/2020,,已送达,81.7,信用卡支付,,,,,3.15,86.17,,,ios,2.3.1,1.5,,0,0,自提,OT,0
1598753132,7/9/2020 11:51,55871852632,7/11/2020,FGG责任,已送达,94.64,信用卡支付,,,,,0,100.95,25.99,R-质量问题,ios,2.3.1,1.5,,5,9.99,到家,NY,0
1598016948,7/9/2020 11:51,58665089889,7/11/2020,,已送达,71.48,信用卡支付,,,,,0,72.78,,,ios,2.3.1,1.5,,0,0,自提,OT,0
1597791983,7/9/2020 11:51,56991755526,7/11/2020,,已送达,140.44,信用卡支付,,,,,0,151.81,,,ios,2.3.1,1.5,,0,9.99,到家,NY,0
1598235293,7/9/2020 11:52,56651849676,7/11/2020,,已送达,203.01,信用卡支付,,,,,0.74,205.03,3.29,,ios,2.3.1,1.5,,0,0,自提,OT,0
1601485119,7/9/2020 11:52,52092988726,7/19/2020,,已送达,62.52,支付宝/微信,,,,,0,65.78,9.48,,ios,2.3.1,,1.5,0,0,自提,NY,2
1595009050,7/9/2020 11:53,52691960101,7/18/2020,,已送达,26.95,信用卡支付,,,,,2.02,28.97,,,pc下单,,,,0,0,自提,OT,0
1596072837,7/9/2020 11:55,52260716809,7/11/2020,,已送达,71.41,余额支付,,,,,1.26,72.67,2,,ios,2.3.1,,,0,0,自提,OT,0
1600725460,7/9/2020 11:57,53851864098,7/11/2020,,已送达,134.2,PayPal,,,,,4.76,140.27,,,ios,2.3.1,1.5,,0,0,自提,OT,0
1602844980,7/9/2020 11:57,52831424184,7/14/2020,,已送达,57.27,信用卡支付,,,,,0.75,71.51,3.79,,ios,2.3.1,1.5,,0,9.99,到家,NY,2
1596050680,7/9/2020 11:57,52633922764,7/12/2020,,已送达,94.2,信用卡支付,,,,,0,93.18,2.49,,ios,2.3.1,,,0,0,自提,Boston,0
1595345008,7/9/2020 11:57,57854140378,7/11/2020,,已送达,71.2,支付宝/微信,,,,,0,72.7,,,ios,2.3.1,,1.5,0,0,自提,OT,0
1597206135,7/9/2020 11:58,58270362561,7/11/2020,,订单已取消【需要取消一件/多件商品 || 需要加一项东西】,80.45,PayPal,,,,,3.75,92.49,92.49,,ios,2.3.1,1.5,,0,6.99,到家,DC,0
1604105287,7/9/2020 11:58,58324817050,7/11/2020,,已送达,41,信用卡支付,,,,,0.99,44.44,,,ios,2.3.1,1.5,,0,0,自提,OT,2
1600562324,7/9/2020 11:58,59163188617,7/11/2020,,已送达,72.26,余额支付,,,,,1.52,74.18,,,ios,2.3.1,1.5,,0,0,自提,Boston,0
1601990871,7/9/2020 11:58,52173439227,7/11/2020,,已送达,69.23,信用卡支付,,,,,1.54,66.61,3.8,R-质量问题,android,2.3.1,1.5,,5,0,自提,OT,0
1595668154,7/9/2020 11:59,52092988726,7/12/2020,,已送达,37.56,支付宝/微信,,,,,0,42.56,2.99,,ios,2.3.1,1.5,1.5,0,0,自提,NY,2
1594513720,7/9/2020 11:59,56851812002,7/11/2020,,已送达,107.17,信用卡支付,,,,,2.34,109.61,2.09,,ios,2.3.1,1.5,,0,0,自提,OT,0
1596793282,7/9/2020 11:59,58861766917,7/11/2020,,已送达,50.78,信用卡支付,,,,,3.56,55.24,,,android,2.3.1,,,0,0,自提,OT,2
1597853106,7/9/2020 12:02,52085721270,7/11/2020,,已送达,149.71,信用卡支付,,,,,6.17,155.67,,,ios,2.3.1,,,0,0,自提,NY,0
1598225843,7/9/2020 12:02,53060318955,7/11/2020,,已送达,108.85,信用卡支付,,,,,3.33,112.84,,,ios,2.3.1,1.5,,0,0,自提,Boston,0
1598697813,7/9/2020 12:07,58061738855,7/15/2020,,已送达,51.2,支付宝/微信,,,,,1.59,66.11,,,ios,2.3.1,,1.5,0,9.99,到家,Boston,2
1601838000,7/9/2020 12:08,59678164359,7/12/2020,,已送达,69.82,PayPal,,,,,0,71.32,,,ios,2.3.1,1.5,,0,0,自提,Boston,0
1596671700,7/9/2020 12:12,54851783350,7/11/2020,普通投诉,已送达,93.43,信用卡支付,,,,,0,104.8,13.98,R-缺失商品,ios,2.3.1,1.5,,0,9.99,到家,NY,0
1594377202,7/9/2020 12:13,55397370298,7/11/2020,,已送达,150.71,余额支付,,,,,0.4,162.47,2,,ios,2.3.1,1.5,,0,9.99,到家,NY,0
1599520305,7/9/2020 12:17,55164627202,7/11/2020,,已送达,223.31,信用卡支付,,,,,7.16,241.96,10.05,,ios,2.3.1,1.5,,0,9.99,到家,NY,0
1601923802,7/9/2020 12:18,57464626297,7/11/2020,,已送达,119.26,信用卡支付,,,,,3.41,133.99,,,android,2.3.1,1.5,,0,9.99,到家,NY,0
1603254810,7/9/2020 12:21,58270362561,7/11/2020,,已送达,79.55,PayPal,,,,,3.73,91.77,1.27,,ios,2.3.1,1.5,,0,6.99,到家,DC,0
1599723984,7/9/2020 12:21,53580117387,7/11/2020,,已送达,69.42,信用卡支付,,,,,0,70.76,2.99,,android,2.3.1,1.5,,0,0,自提,NY,0
1604124597,7/9/2020 12:22,58744345598,7/11/2020,,已送达,74.37,信用卡支付,,,,,0,82.86,16.19,,pc下单,,1.5,,0,6.99,到家,DC,0
