Order Number,Order Time,Cust ID,Delivery Date,订单投诉,Status,Total Price,Payment,Voucher Discount,Voucher,Coupon Discount,Coupon,Tax Price,Final Price,Refund,Customer Service,OS of App,,冷链包装费,支付宝手续费,会员券,配送费,到家/自提,班次,服务费
1597993997,6/30/2020 9:56,56761737383,7/2/2020,,已送达,160.28,信用卡支付,,,,,0,161.78,,,ios,2.3.0,1.5,,0,0,自提,NY,0
1602998735,6/30/2020 9:57,5573125148,7/2/2020,,已送达,141.88,PayPal,,,,,0,153.37,5.99,,pc下单,,1.5,,0,9.99,到家,NY,0
1599073709,6/30/2020 9:59,58181480708,7/4/2020,,已送达,136.74,信用卡支付,,,,,2.73,140.97,8.34,,pc下单,,1.5,,0,0,自提,OT,0
1593940489,6/30/2020 10:00,59191777157,7/5/2020,,已送达,69.1,信用卡支付,,,,,0.66,70.06,3.49,,android,2.3.0,1.5,,0,0,自提,Boston,0
1597285547,6/30/2020 10:03,53461731084,7/2/2020,,已送达,56.16,信用卡支付,,,,,0,59.44,,,ios,2.3.0,1.5,,0,0,自提,NY,2
1599433702,6/30/2020 10:04,52478196149,7/4/2020,,已送达,194.9,信用卡支付,,,,,4,209.01,7.98,,ios,2.3.0,1.5,,0,9.99,到家,Boston,0
1593625169,6/30/2020 10:04,56120258803,7/4/2020,,已送达,128.47,信用卡支付,,,,,0,136.71,,,ios,2.3.0,1.5,,0,6.99,到家,DC,0
1602252931,6/30/2020 10:05,52894988178,7/4/2020,,已送达,68.78,信用卡支付,,,,,0,80.27,2.69,,ios,2.3.0,1.5,,0,9.99,到家,NY,0
1595496125,6/30/2020 10:08,59820181158,7/2/2020,,已送达,172.98,信用卡支付,,,,,3.21,177.69,,,pc下单,,1.5,,0,0,自提,NY,0
1599386083,6/30/2020 10:11,53831220289,7/2/2020,,已送达,275.18,信用卡支付,,,,,0.57,287,17.98,,ios,2.2.4,1.5,,0,9.99,到家,NY,0
1597884530,6/30/2020 10:12,54676530927,7/4/2020,,已送达,97.33,信用卡支付,,,,,0,98.62,,,ios,2.3.0,1.5,,0,0,自提,OT,0
1596217994,6/30/2020 10:12,52520341056,7/4/2020,,已送达,174.55,信用卡支付,,,,,0,176.05,7.96,,pc下单,,1.5,,0,0,自提,NY,0
1597078476,6/30/2020 10:18,52064651876,7/2/2020,,已送达,132.35,信用卡支付,,,,,0,143.84,5.69,,pc下单,,1.5,,0,9.99,到家,NY,0
1602579550,6/30/2020 10:19,5433479228,7/2/2020,,已送达,139.97,信用卡支付,1,$1差价代金券,,,4.2,153.96,,,ios,2.3.0,1.5,,0,9.99,到家,NY,0
1601555468,6/30/2020 10:20,53873218011,7/11/2020,,已送达,164.27,余额支付,,,,,2.07,167.62,,R-其他,ios,2.3.0,1.5,,0,0,自提,NY,0
1594875370,6/30/2020 10:23,57261061639,7/2/2020,,已送达,70.72,信用卡支付,,,,,0,72.04,,,ios,2.3.0,1.5,,0,0,自提,NY,0
1598956068,6/30/2020 10:23,5682177692,7/4/2020,,已送达,128.64,信用卡支付,,,,,1.32,126.26,,,ios,2.3.0,1.5,,5,0,自提,NY,0
1603017115,6/30/2020 10:29,52064672881,7/5/2020,,已送达,75.99,信用卡支付,2,1592573685,,,0,84.57,,,ios,2.2.7,1.5,,0,9.99,到家,NY,0
1601815009,6/30/2020 10:30,52897838800,7/4/2020,,已送达,43.07,信用卡支付,,,,,2.14,43.71,,,pc下单,,1.5,,5,0,自提,Boston,2
1598793240,6/30/2020 10:32,53691769082,7/4/2020,,已送达,78.88,信用卡支付,,,,,0,89.11,,,ios,2.3.0,1.5,,0,9.99,到家,NY,0
1599242388,6/30/2020 10:35,59020385583,7/2/2020,,已送达,355.66,PayPal,,,,,4.47,358.63,15.16,,pc下单,,1.5,,5,0,自提,NY,0
1597605353,6/30/2020 10:37,55941589935,7/2/2020,,已送达,89.74,信用卡支付,,,,,0,91.09,2.29,,ios,2.3.0,1.5,,0,0,自提,NY,0
1600344372,6/30/2020 10:39,5243478795,7/2/2020,,已送达,73.67,PayPal,,,,,0,84.99,,,IPAD,2.3.0,1.5,,0,9.99,到家,NY,0
1603017259,6/30/2020 10:41,56864641558,7/4/2020,,已送达,206.98,信用卡支付,,,,,1.44,219.68,10.29,,ios,2.3.0,1.5,,0,9.99,到家,NY,0
1601269058,6/30/2020 10:44,52591791893,7/2/2020,,已送达,64.78,信用卡支付,,,,,1.95,75.22,,,pc下单,,1.5,,0,6.99,到家,NY,0
1595070377,6/30/2020 10:46,59661749006,7/4/2020,,已送达,120.98,信用卡支付,5,新FAF【邀请有礼】【被邀请人】满$25减$5 活动至20201231结束,,,4.13,131.6,,,pc下单,,1.5,,0,9.99,到家,Boston,0
1598666066,6/30/2020 10:46,53291771545,7/9/2020,普通投诉,已送达,135.73,余额支付,,,,,4.4,150.66,17.28,R-包装损坏,ios,2.2.4,1.5,,0,9.99,到家,NY,0
1594955817,6/30/2020 10:49,5932817289,7/4/2020,普通投诉,已送达,169.25,余额支付,,,,,4.06,174.53,10.18,R-缺失商品,ios,2.2.8,1.5,,0,0,自提,OT,0
1593715175,6/30/2020 10:49,58934728613,7/4/2020,,已送达,99.95,信用卡支付,,,,,0.22,100.99,2.71,,ios,2.2.4,1.5,,0,0,自提,OT,0
1593816298,6/30/2020 10:51,5676127267,7/4/2020,,已送达,101.9,余额支付,,,,,0,102.1,,,ios,2.3.0,1.5,,0,0,自提,Boston,0
1596856382,6/30/2020 10:55,56464644340,7/4/2020,,订单已取消【需要取消一件/多件商品 || 不想要了】,109.7,信用卡支付,5,新FAF【邀请有礼】【邀请人】满$5减$5 活动至20201231结束,,,0,116.02,116.02,,ios,2.2.4,1.5,,0,9.99,到家,NY,0
1603515907,6/30/2020 10:55,5226469665,7/2/2020,,已送达,117.76,信用卡支付,,,,,0,125.53,,,ios,2.3.0,1.5,,0,6.99,到家,NY,0
1596015912,6/30/2020 10:57,58970359302,7/5/2020,,已送达,100.8,信用卡支付,,,,,3.83,106.13,3.06,,ios,2.3.0,1.5,,0,0,自提,DC,0
1599977457,6/30/2020 10:59,55850510010,7/4/2020,,已送达,343.77,信用卡支付,,,,,2.75,358.01,14.88,,pc下单,,1.5,,0,9.99,到家,NY,0
1597221772,6/30/2020 11:00,59678157856,7/4/2020,,已送达,143.3,信用卡支付,,,,,2.59,156.24,,,ios,2.3.0,1.5,,0,9.99,到家,NY,0
1595091164,6/30/2020 11:02,57042367263,7/2/2020,,已送达,126.73,PayPal,,,,,2.2,140.42,1.2,,pc下单,,1.5,,0,9.99,到家,NY,0
1596349736,6/30/2020 11:05,59561620308,7/2/2020,,已送达,414.15,PayPal,,,,,2.98,433.38,,,ios,2.3.0,1.5,,0,9.99,到家,NY,0
1603109798,6/30/2020 11:07,53632350572,7/4/2020,,订单已取消【需要取消一件/多件商品 || 需要订多件商品】,70.72,余额支付,,,,,0.6,71.94,71.94,,ios,2.3.0,1.5,,0,0,自提,OT,0
1593896207,6/30/2020 11:08,5314011022,7/4/2020,,已送达,82.61,支付宝/微信,,,,,2.07,94.5,2.04,,ios,2.2.7,1.5,1.5,0,6.99,到家,DC,0
1600657022,6/30/2020 11:09,58664686541,7/4/2020,,已送达,81.71,支付宝/微信,,,,,3.73,97.59,1.52,,ios,2.3.0,1.5,1.5,0,9.99,到家,NY,0
1596205242,6/30/2020 11:11,5257328565,7/2/2020,,已送达,156.03,信用卡支付,,,,,1.01,168.53,1.2,,pc下单,,1.5,,0,9.99,到家,NY,0
1598553481,6/30/2020 11:11,592858481,7/2/2020,,已送达,71.38,信用卡支付,,,,,0.41,82.68,,,android,2.3.0,1.5,,0,9.99,到家,NY,0
1598015086,6/30/2020 11:12,55161713177,7/4/2020,,已送达,188.22,信用卡支付,,,,,2.48,201.96,,,ios,2.3.0,1.5,,0,9.99,到家,Boston,0
1599247422,6/30/2020 11:13,52986210488,7/2/2020,,已送达,79.8,信用卡支付,,,,,1.52,82.82,,,pc下单,,1.5,,0,0,自提,NY,0
1595299002,6/30/2020 11:13,59563146423,7/2/2020,,已送达,50.55,信用卡支付,,,,,0,52.05,,,pc下单,,1.5,,0,0,自提,NY,0
1602679298,6/30/2020 11:17,58061718384,7/2/2020,,已送达,69.29,信用卡支付,,,,,3.08,83.86,,,pc下单,,1.5,,0,9.99,到家,NY,0
1601173024,6/30/2020 11:17,56564610023,7/2/2020,,已送达,86.26,PayPal,,,,,0,86.95,8.19,,ios,2.2.4,1.5,,0,0,自提,NY,0
1600688690,6/30/2020 11:20,5859174446,7/4/2020,,已送达,176.38,PayPal,,,,,0.78,188.65,41.04,,pc下单,,1.5,,0,9.99,到家,NY,0
1601459173,6/30/2020 11:20,53634737608,7/4/2020,,已送达,77.91,信用卡支付,,,,,0,86.26,,,ios,2.3.0,1.5,,0,6.99,到家,NY,0
1595171101,6/30/2020 11:22,57731214715,7/2/2020,,已送达,89.21,信用卡支付,,,,,4.48,105.06,,,IPAD,2.3.0,1.5,,0,9.99,到家,NY,0
1600417811,6/30/2020 11:23,58851665075,7/4/2020,,订单已取消【需要取消一件/多件商品 || 重新下单】,125.48,信用卡支付,,,,,0,126.86,126.86,,ios,2.3.0,1.5,,0,0,自提,NY,0
1599765646,6/30/2020 11:23,5556174687,7/2/2020,,已送达,220.83,信用卡支付,,,,,1.82,234.14,,,pc下单,,1.5,,0,9.99,到家,NY,0
1598753634,6/30/2020 11:24,57234761422,7/4/2020,,已送达,69.06,信用卡支付,,,,,0,80.55,,,pc下单,,1.5,,0,9.99,到家,NY,0
1597374766,6/30/2020 11:24,54726771126,7/2/2020,,已送达,152.57,信用卡支付,,,,,0.69,164.56,,,IPAD,2.3.0,1.5,,0,9.99,到家,NY,0
1601868447,6/30/2020 11:27,5533368640,7/4/2020,,已送达,200.94,PayPal,,,,,0,199.86,29.99,,ios,2.3.0,,,0,0,自提,OT,0
1595139432,6/30/2020 11:27,56880415768,7/2/2020,,已送达,76.76,信用卡支付,,,,,0,77.36,,,ios,2.3.0,1.5,,0,0,自提,NY,0
1600406129,6/30/2020 11:28,53591786780,7/2/2020,,已送达,199.25,信用卡支付,,,,,5.3,215.91,,,ios,2.3.0,1.5,,0,9.99,到家,NY,0
1600147725,6/30/2020 11:31,59960917470,7/4/2020,,已送达,129.66,PayPal,,,,,5.06,136.04,,,ios,2.3.0,1.5,,0,0,自提,NY,0
1597643506,6/30/2020 11:32,55643512200,7/5/2020,,已送达,149.76,信用卡支付,,,,,0,151,6.98,,ios,2.3.0,1.5,,0,0,自提,NY,0
1594305681,6/30/2020 11:34,54531550925,7/18/2020,,订单已取消【需要取消一件/多件商品 || 准备取消重新买】,72.89,PayPal,,,,,2.6,75.94,75.94,,ios,2.3.0,1.5,,0,0,自提,OT,0
1595002543,6/30/2020 11:37,58024880273,7/4/2020,,已送达,104.36,余额支付,,,,,0.5,105.34,,,android,2.3.0,1.5,,0,0,自提,OT,0
1594659035,6/30/2020 11:37,54986036155,7/2/2020,,已送达,71.22,信用卡支付,,,,,0.65,73.21,8.19,,android,2.2.4,1.5,,0,0,自提,NY,0
1597423774,6/30/2020 11:38,58766088677,7/4/2020,,已送达,117.03,信用卡支付,,,,,1.13,129.65,,,pc下单,,1.5,,0,9.99,到家,NY,0
1600469218,6/30/2020 11:38,54564617020,7/4/2020,,已送达,70.28,信用卡支付,,,,,0,81.6,13.58,,ios,2.3.0,1.5,,0,9.99,到家,NY,0
1601851296,6/30/2020 11:39,55440829969,7/4/2020,,已送达,25.9,余额支付,,,,,1.72,29.62,,,ios,2.3.0,,,0,0,自提,NY,2
1598205604,6/30/2020 11:40,58024880273,7/18/2020,,已送达,47.98,支付宝/微信,,,,,0,52.98,,,android,2.3.0,1.5,1.5,0,0,自提,OT,2
1596095842,6/30/2020 11:42,59134764341,7/4/2020,,已送达,92.81,PayPal,,,,,0,93.06,,,IPAD,2.2.4,1.5,,0,0,自提,NY,0
1601650526,6/30/2020 11:44,57691775383,7/4/2020,,已装车,25.99,信用卡支付,,,,,0,35.98,,,ios,2.3.0,,,0,9.99,到家,NY,0
1603004500,6/30/2020 11:45,57420310996,7/9/2020,,已送达,281.24,信用卡支付,,,,,4.13,286.71,26.15,,ios,2.3.0,1.5,,0,0,自提,NY,0
1601606147,6/30/2020 11:46,5356505010,7/2/2020,,已送达,88.49,信用卡支付,5,新FAF【邀请有礼】【被邀请人】满$25减$5 活动至20201231结束,,,4.89,89.74,,,ios,2.2.8,1.5,,0,0,自提,NY,0
1595080366,6/30/2020 11:47,58691738288,7/4/2020,,已送达,220.38,信用卡支付,5,新FAF【邀请有礼】【邀请人】满$5减$5 活动至20201231结束,,,6.85,233.55,,,ios,2.3.0,1.5,,0,9.99,到家,NY,0
1597003497,6/30/2020 11:47,59085846856,7/2/2020,,已送达,206.8,PayPal,,,,,2.69,210.72,2,,ios,2.3.0,1.5,,0,0,自提,NY,0
1597530088,6/30/2020 11:48,57573447406,7/4/2020,,已送达,101.22,信用卡支付,,,,,1.26,103.83,,,ios,2.3.0,1.5,,0,0,自提,OT,0
1601142850,6/30/2020 11:48,55757194660,7/5/2020,,已送达,101.43,PayPal,,,,,0,102.93,,,pc下单,,1.5,,0,0,自提,DC,0
1595750008,6/30/2020 11:48,52644324880,7/5/2020,,已送达,88.39,信用卡支付,,,,,0,89.77,26.25,,ios,2.3.0,1.5,,0,0,自提,DC,0
1601756804,6/30/2020 11:49,57420310996,7/2/2020,,已送达,26.5,信用卡支付,,,,,0,30,,,ios,2.3.0,1.5,,0,0,自提,NY,2
1599354088,6/30/2020 11:50,55651615008,7/4/2020,,已送达,156.09,信用卡支付,,,,,0.48,167.88,2.7,,android,2.3.0,1.5,,0,9.99,到家,NY,0
1602648550,6/30/2020 11:50,5535182847,7/4/2020,,已送达,75.21,余额支付,,,,,2,76.4,2,,ios,2.3.0,,,0,0,自提,OT,0
1596314877,6/30/2020 11:51,52960732009,7/4/2020,普通投诉,已送达,78.7,信用卡支付,,,,,0,79.25,,R-质量问题,ios,2.3.0,1.5,,0,0,自提,OT,0
1602231911,6/30/2020 11:52,54620695110,7/2/2020,,已送达,98.8,支付宝/微信,,,,,0.95,111.04,,,ios,2.3.0,,1.5,0,9.99,到家,NY,0
1595609025,6/30/2020 11:53,54497857129,7/4/2020,,已送达,72.77,PayPal,,,,,0.92,74.07,,,android,2.3.0,1.5,,0,0,自提,NY,0
1598704160,6/30/2020 11:53,56691788987,7/2/2020,,已送达,98.86,PayPal,,,,,0.33,110.68,,,pc下单,,1.5,,0,9.99,到家,NY,0
1600562782,6/30/2020 11:56,52934725589,7/5/2020,,已送达,150.86,支付宝/微信,,,,,0.55,164.21,26.98,,ios,2.3.0,1.5,1.5,0,9.99,到家,NY,0
1600345150,6/30/2020 12:00,59490823156,7/2/2020,,已送达,97.1,信用卡支付,,,,,0,97.82,,,android,2.3.0,1.5,,0,0,自提,NY,0
1593842615,6/30/2020 12:01,56163060641,7/4/2020,,已送达,25.34,信用卡支付,,,,,0.21,28.77,,,ios,2.3.0,1.5,,0,0,自提,OT,2
1594862298,6/30/2020 12:02,57970327276,7/4/2020,,已送达,120.95,PayPal,,,,,3.02,132.46,20.01,,pc下单,,1.5,,0,6.99,到家,DC,0
1596102243,6/30/2020 12:03,54663128632,7/4/2020,,已送达,53.6,支付宝/微信,,,,,0,68.31,,,ios,2.3.0,1.5,1.5,0,9.99,到家,NY,2
1601134031,6/30/2020 12:05,5785158552,7/5/2020,普通投诉,已送达,73.33,信用卡支付,,,,,0,73.58,1.02,R-质量问题,ios,2.2.4,1.5,,0,0,自提,Boston,0
1598011191,6/30/2020 12:06,52740442237,7/4/2020,,已送达,226.9,信用卡支付,,,,,3.32,231.6,,,ios,2.2.4,1.5,,0,0,自提,OT,0
1600846598,6/30/2020 12:06,59920312640,7/5/2020,,已送达,158.93,PayPal,,,,,0,170.18,31.98,,ios,2.3.0,1.5,,0,9.99,到家,NY,0
1598734010,6/30/2020 12:07,58961716474,7/16/2020,,已送达,94.95,信用卡支付,,,,,0,105.32,,,ios,2.3.0,1.5,,0,9.99,到家,NY,0
1596152426,6/30/2020 12:07,59431392569,7/4/2020,,已送达,172.22,信用卡支付,,,,,1.19,173.66,,,ios,2.3.0,1.5,,0,0,自提,OT,0
1602057626,6/30/2020 12:08,5906265818,7/4/2020,,已送达,53.18,信用卡支付,,,,,1.09,55.77,10.18,,ios,2.3.0,1.5,,0,0,自提,NY,0
1594622598,6/30/2020 12:09,58597385877,7/2/2020,,已送达,116.34,信用卡支付,,,,,4.5,122.34,1.2,,pc下单,,1.5,,0,0,自提,NY,0
1599236802,6/30/2020 12:11,56773420572,7/4/2020,,已送达,88.99,PayPal,,,,,0,83.99,,,android,2.3.0,,,5,0,自提,OT,0
1594198887,6/30/2020 12:13,59834777901,7/4/2020,,已送达,43.17,信用卡支付,,,,,0,56.46,,,ios,2.3.0,1.5,,0,9.99,到家,NY,2
1598939208,6/30/2020 12:14,56051673671,7/2/2020,,已送达,170.2,信用卡支付,,,2,Employee Code,5.68,174.6,,,ios,2.2.4,1.5,,0,0,自提,NY,0
1593977609,6/30/2020 12:16,56091778993,7/5/2020,,已送达,93.96,余额支付,,,,,2.35,104.58,16.39,,ios,2.3.0,1.5,,0,6.99,到家,DC,0
1595988047,6/30/2020 12:17,57160870228,7/2/2020,,已送达,103.53,余额支付,,,,,1.35,116.37,8.19,,pc下单,,1.5,,0,9.99,到家,NY,0
1598959593,6/30/2020 12:20,52464672803,7/4/2020,,已送达,411.16,信用卡支付,,,,,4.59,432.24,,,pc下单,,1.5,,0,9.99,到家,NY,0
1602493650,6/30/2020 12:20,55264626672,7/7/2020,,已送达,69.96,余额支付,,,,,1.18,82.43,5.17,,ios,2.3.0,1.5,,0,9.99,到家,NY,0
1593928403,6/30/2020 12:21,52720294399,7/4/2020,,已送达,134.58,PayPal,,,,,4.99,147.92,10.44,,ios,2.3.0,1.5,,0,6.99,到家,DC,0
1595150864,6/30/2020 12:21,55091739988,7/2/2020,,已送达,113.41,PayPal,,,,,0.48,125.24,8.19,,ios,2.3.0,1.5,,0,9.99,到家,NY,0
1602297444,6/30/2020 12:21,5259294855,7/16/2020,,已送达,81.63,余额支付,,,,,0.97,82.7,28.26,,android,2.3.0,1.5,,0,0,自提,NY,0
1594759820,6/30/2020 12:23,57091744686,7/4/2020,,已送达,100.14,PayPal,5,新FAF【邀请有礼】【被邀请人】满$25减$5 活动至20201231结束,,,4.89,101.53,,,pc下单,,1.5,,0,0,自提,OT,0
1602693248,6/30/2020 12:23,57364625282,7/4/2020,,已送达,70.44,信用卡支付,,,,,0.86,72.65,2.69,,ios,2.3.0,1.5,,0,0,自提,OT,0
1596195640,6/30/2020 12:23,56773266176,7/4/2020,,已送达,103.44,信用卡支付,,,,,2.09,114.02,,,pc下单,,1.5,,0,6.99,到家,DC,0
1597380501,6/30/2020 12:25,58698488683,7/2/2020,,已送达,156.28,信用卡支付,,,,,3.53,165.45,,,ios,2.3.0,1.5,,5,9.99,到家,NY,0
1595937596,6/30/2020 12:26,5735158088,7/4/2020,,已送达,139.66,PayPal,,,,,0,142.43,1.99,,ios,2.3.0,1.5,,5,6.99,到家,DC,0
1593636804,6/30/2020 12:27,54564636875,7/5/2020,,已送达,151.42,信用卡支付,,,,,0,162.91,11.98,,pc下单,,1.5,,0,9.99,到家,NY,0
1601159845,6/30/2020 12:27,56820255027,7/2/2020,,订单已取消【需要取消一件/多件商品 || 多买了】,102.65,信用卡支付,,,,,3.38,117.52,117.52,,pc下单,,1.5,,0,9.99,到家,NY,0
1595747477,6/30/2020 12:28,54364669995,7/2/2020,,已送达,69.54,信用卡支付,,,,,1.98,72.22,,,ios,2.3.0,1.5,,0,0,自提,NY,0
1603357212,6/30/2020 12:31,52020397721,7/2/2020,,已送达,89.74,信用卡支付,,,,,0,90.28,,R-缺失商品,ios,2.3.0,1.5,,0,0,自提,NY,0
1603187056,6/30/2020 12:32,56664642339,7/2/2020,,已送达,301.3,PayPal,,,,,4.87,322.66,,,ios,2.3.0,1.5,,0,9.99,到家,NY,0
1595181867,6/30/2020 12:33,55355174775,7/2/2020,,已送达,21.5,PayPal,,,,,1.42,24.74,,,ios,2.3.0,,,0,0,自提,NY,2
1598317987,6/30/2020 12:33,542530857,7/4/2020,,已送达,88.69,信用卡支付,,,,,2.5,91.43,,,ios,2.3.0,1.5,,0,0,自提,OT,0
1602838727,6/30/2020 12:34,54184783413,7/4/2020,,已送达,56.54,支付宝/微信,,,,,1.84,63.38,,,ios,2.3.0,1.5,1.5,0,0,自提,OT,2
1599474776,6/30/2020 12:34,52171823339,7/4/2020,,已送达,150.37,信用卡支付,,,,,1.25,163.11,,,pc下单,,1.5,,0,9.99,到家,NY,0
1600578089,6/30/2020 12:35,52085734094,7/5/2020,,已送达,130.47,PayPal,,,,,0,131.97,55.97,,ios,2.2.8,1.5,,0,0,自提,NY,0
1603523736,6/30/2020 12:37,58520712885,7/2/2020,,已送达,90.85,PayPal,,,,,3.15,100.99,,,pc下单,,,,0,6.99,到家,NY,0
1601047297,6/30/2020 12:39,53776537806,7/2/2020,,已送达,103.75,信用卡支付,,,,,0.8,115.32,,,ios,2.3.0,1.5,,0,9.99,到家,NY,0
1597631510,6/30/2020 12:40,5268577670,7/4/2020,,已送达,225.57,余额支付,,,,,2.31,234.09,,,ios,2.3.0,1.5,,5,9.99,到家,Boston,0
1598632135,6/30/2020 12:41,58962618331,7/5/2020,,已送达,147.56,信用卡支付,,,,,2.95,151.87,,,IPAD,2.3.0,1.5,,0,0,自提,DC,0
1603259123,6/30/2020 12:44,5585175641,7/4/2020,,已送达,195.41,余额支付,,,,,0,206.9,,,pc下单,,1.5,,0,9.99,到家,NY,0
1597691020,6/30/2020 12:44,57091774711,7/2/2020,,已送达,106.35,信用卡支付,,,,,5,122.84,,,ios,2.3.0,1.5,,0,9.99,到家,NY,0
1600786042,6/30/2020 12:49,57160793048,7/2/2020,,已送达,109.97,信用卡支付,,,,,0,119.96,,,pc下单,,,,0,9.99,到家,NY,0
1600874063,6/30/2020 12:50,52741344975,7/2/2020,,已送达,205.44,信用卡支付,,,,,0,216.76,,,ios,2.3.0,1.5,,0,9.99,到家,NY,0
1600492380,6/30/2020 12:52,55164623280,7/4/2020,,已送达,176.87,信用卡支付,,,,,2.05,190.25,,,ios,2.3.0,1.5,,0,9.99,到家,NY,0
1593994116,6/30/2020 12:53,53792994137,7/2/2020,,已送达,69.02,信用卡支付,,,,,0,70.39,,,ios,2.3.0,1.5,,0,0,自提,NY,0
1599075180,6/30/2020 12:56,53297342427,7/5/2020,,已送达,101.87,支付宝/微信,,,,,3.79,117.3,,,android,2.3.0,1.5,1.5,0,9.99,到家,NY,0
1596377333,6/30/2020 12:56,52020290650,7/4/2020,,已送达,112.33,信用卡支付,,,,,0,115.82,14.29,,ios,2.3.0,1.5,,5,6.99,到家,DC,0
1598071128,6/30/2020 12:58,53497349493,7/2/2020,,已送达,78.7,PayPal,,,,,0.9,80.4,,,android,2.3.0,1.5,,0,0,自提,NY,0
1602867157,6/30/2020 12:58,59264644110,7/2/2020,,已送达,84.59,支付宝/微信,,,,,5.55,101.45,,,ios,2.3.0,,1.5,0,9.99,到家,NY,0
1597646990,6/30/2020 13:01,54231760041,7/4/2020,,已送达,75,信用卡支付,,,,,2.95,78.61,,,ios,2.3.0,1.5,,0,0,自提,OT,0
1601243435,6/30/2020 13:05,54131746317,7/4/2020,,已送达,104.43,信用卡支付,,,,,3.5,108.73,,,ios,2.3.0,1.5,,0,0,自提,OT,0
1601182713,6/30/2020 13:06,58090894492,7/5/2020,,已送达,101.13,PayPal,,,,,4.36,116.83,,,ios,2.3.0,1.5,,0,9.99,到家,NY,0
1600468787,6/30/2020 13:08,58573295478,7/2/2020,,已送达,126.91,余额支付,,,,,0,138.4,20.65,,pc下单,,1.5,,0,9.99,到家,NY,0
1599518389,6/30/2020 13:08,56820255027,7/2/2020,,已送达,162.64,信用卡支付,,,,,3.38,177.51,,,pc下单,,1.5,,0,9.99,到家,NY,0
1602549857,6/30/2020 13:11,54785772408,7/5/2020,,已送达,114.58,信用卡支付,,,,,4.53,130.46,,,ios,2.3.0,1.5,,0,9.99,到家,Boston,0
1594963441,6/30/2020 13:12,54286048563,7/2/2020,,已送达,186.6,信用卡支付,,,,,0,189.94,,,android,2.3.0,1.5,,0,0,自提,NY,0
1602973250,6/30/2020 13:12,52392958900,7/4/2020,,已送达,101.16,余额支付,,,,,0.3,111.69,3.99,,ios,2.2.4,1.5,,0,9.99,到家,Boston,0
1595750012,6/30/2020 13:14,59564624830,7/5/2020,,已送达,146,PayPal,5,新FAF【邀请有礼】【被邀请人】满$25减$5 活动至20201231结束,,,5.14,157.63,,,android,2.3.0,1.5,,0,9.99,到家,NY,0
1596553735,6/30/2020 13:16,58761212069,7/2/2020,,已送达,355.51,PayPal,,,,,5.05,377.05,2.69,,pc下单,,1.5,,0,9.99,到家,NY,0
1593557691,6/30/2020 13:17,56163182785,7/9/2020,,已送达,70.93,余额支付,,,,,0,66.59,18.68,,ios,2.2.4,1.5,,5,0,自提,NY,0
1595019191,6/30/2020 13:17,52085721270,7/4/2020,,已送达,201.91,信用卡支付,,,,,6.92,210.16,19.99,,ios,2.2.4,1.5,,0,0,自提,NY,0
1601908333,6/30/2020 13:17,58663081021,7/4/2020,,已送达,72.42,信用卡支付,,,,,0.7,74.62,,,pc下单,,1.5,,0,0,自提,OT,0
1599851327,6/30/2020 13:17,52660762464,7/4/2020,,已送达,245.77,信用卡支付,,,,,4.07,251.11,,,ios,2.3.0,1.5,,0,0,自提,OT,0
1597512501,6/30/2020 13:18,59620374264,7/2/2020,,已送达,52.16,信用卡支付,,,,,1.84,57.5,,,pc下单,,1.5,,0,0,自提,NY,2
1601663165,6/30/2020 13:19,5302024518,7/4/2020,,已送达,115.52,信用卡支付,,,,,0,126.84,,,ios,2.3.0,1.5,,0,9.99,到家,Boston,0
1596506039,6/30/2020 13:22,53781291490,7/5/2020,,已送达,34.64,信用卡支付,,,,,0,35.68,7.49,,ios,2.3.0,,,0,0,自提,Boston,2
1602965100,6/30/2020 13:23,57220370378,7/2/2020,,订单已取消【客服取消】,435.3,信用卡支付,,,,,6.03,457.57,457.57,,ios,2.2.4,1.5,,0,9.99,到家,NY,0
1599952064,6/30/2020 13:25,52150845233,7/2/2020,,已送达,216.45,信用卡支付,,,,,2.88,230.82,8.07,,pc下单,,1.5,,0,9.99,到家,NY,0
1597141167,6/30/2020 13:26,53634748951,7/4/2020,,已送达,100.86,信用卡支付,,,,,0,109.35,,,pc下单,,1.5,,0,6.99,到家,NY,0
1596784129,6/30/2020 13:27,5639178209,7/4/2020,,已送达,329.04,PayPal,,,,,3.27,343.05,13.98,,ios,2.3.0,1.5,,0,9.99,到家,NY,0
1595689295,6/30/2020 13:27,54820156165,7/2/2020,,已送达,126.97,信用卡支付,,,,,1.42,133.86,,,IPAD,2.3.0,1.5,,5,9.99,到家,NY,0
1602841187,6/30/2020 13:27,5496464261,7/2/2020,,已送达,132.9,PayPal,,,,,0,140.49,,,ios,2.3.0,1.5,,0,6.99,到家,NY,0
1599899348,6/30/2020 13:28,54378175926,7/4/2020,,已送达,70.93,信用卡支付,,,,,1.02,83.44,,,ios,2.3.0,1.5,,0,9.99,到家,Boston,0
1602749384,6/30/2020 13:28,52492962870,7/2/2020,,已送达,85.05,PayPal,,,,,1.73,88.28,3.99,,ios,2.3.0,1.5,,0,0,自提,NY,0
1600108111,6/30/2020 13:29,59120112984,7/2/2020,,已送达,174.9,信用卡支付,,,,,2.59,188.86,,,ios,2.3.0,1.5,,0,9.99,到家,NY,0
1595438905,6/30/2020 13:30,52373289754,7/2/2020,,已送达,92.57,余额支付,,,,,0,93.8,16.38,,ios,2.2.4,1.5,,0,0,自提,NY,0
